Source #,Date,Time,Time Source,Obs Window (min),Latitude,Longitude,Location Source,Info Source,Fire Behavior Observations,Type of Fire,Residual Fire?,SSI
VTD-18,11/8,16:36,TD,0,39.755914,-121.607415,video,video,structures on east side Clark Rd (west side unknown can’t see in video) south of Elk Ln through town basically all burned to foundations; very little active burning,C,x,
VTD-18,11/8,16:37,TD,0,39.762073,-121.604368,video,video,a few structures collapsed and still burning,C,x,
VTD-18,11/8,16:37,TD,0,39.760879,-121.604259,video,video,Safeway et al.; post-peak burning,C,x,
TD-142,11/8,16:48,Photo,0,39.755732,-121.626176,Photo,Photo,commercial structures burning,C,,
TD-141,11/8,16:51,Photo,0,39.760266,-121.612498,Photo,Photo,"all structures east side of Maxwell Dr between Elliott Rd and Pleasant Ln are burned to foundation, minimal flaming rubble",R,x,
TD-201,11/8,16:54,Photo,0,39.760367,-121.605250,Photo,Photo,Safeway is burned down,C,x,
TD-201,11/8,16:54,Photo,0,39.760190,-121.605599,Photo,Photo,"commercial structure collapsed, flaming rubble and structure",C,x,
TD-030,11/8,17:07,AVL,0,39.760827,-121.604738,AVL,TD,Safeway burned,C,,
TD-142,11/8,17:21,Photo,0,39.759080,-121.624529,Photo,Photo,Building fully involved,C,,
TD-142,11/8,17:25,Photo,0,39.759087,-121.624545,Photo,Photo,structure fully involved,C,,
TD-142,11/8,17:26,Photo,0,39.758735,-121.624156,Photo,Photo,fire coming from roof of structure; brands blowing down street,C,,
TD-142,11/8,17:26,Photo,0,39.759188,-121.623589,Photo,Photo,Valero gas station fully involved,C,,
TD-141,11/8,17:28,Photo,0,39.763318,-121.612705,Photo,Photo,"structure burned to foundation, still flaming; small spots around; power pole burning",R,x,
TD-141,11/8,17:28,Photo,0,39.762870,-121.613055,Photo,Photo,"portable classrooms are burned down, flaming rubble",C,x,
TD-141,11/8,17:28,Photo,0,39.763862,-121.612147,Photo,Photo,structure burning,R,,
TD-142,11/8,17:34,Photo,0,39.758725,-121.624129,Photo,Photo,Building fully involved; parked vehicle igniting from exposure; brands blow down street to the south,C,,
TD-209,11/8,17:39,AVL,0,39.760711,-121.604421,AVL,TD,Safeway is already burned,C,x,
TD-015,11/8,17:50,AVL,0,39.760851,-121.605862,AVL,TD,Safeway is all burned down,C,x,
TD-014,11/8,17:52,Radio Log,0,39.757515,-121.625300,Radio Log,Radio Log,heavy fire in downtown area,C,,
TD-127,11/8,17:55,AVL TD-015,4,39.761883,-121.612383,AVL TD-015,TD,fire at Paradise HS,C,,
TD-142,11/8,17:56,Photo,0,39.757734,-121.625757,Photo,Photo,flames against building,O,,
TD-201,11/8,18:15,Photo,0,39.759188,-121.623566,Photo,Photo,"structure burned to foundation, flaming rubble",C,x,
TD-201,11/8,18:15,Photo,0,39.758726,-121.624034,Photo,Photo,structures fully involved,C,,
TD-124,11/8,18:42,AVL,57,39.760281,-121.621220,AVL,TD,Achieve Charter School behind St Thomas More Church is on fire,C,,
TD-030,11/8,20:01,AVL,13,39.756650,-121.625883,AVL,TD,fire threatening structures,O,,
TD-124,11/8,20:03,AVL,0,39.760281,-121.621220,AVL,TD,Achieve Charter School is burned down,C,,
TD-141,11/8,20:30,TD,0,39.759965,-121.613029,TD,TD,First Assembly of God church ignites; outbuilding catches first,C,,
TD-132,11/8,21:00,Inferred,0,39.760017,-121.613065,TD,TD,light smoke from eaves of First Assembly of God church,C,,
TD-141,11/8,21:09,Photo,0,39.759965,-121.613029,TD,Photo,First Assembly of God building well involved,C,,
TD-141,11/8,21:09,Photo,0,39.760018,-121.613041,Photo,Photo,"First Assembly of God Church, structure fully involved, collapsed",C,,
TD-132,11/8,22:30,TD,0,39.759267,-121.608170,TD,TD,spot fires and burning fences,O,,
TD-132,11/8,22:30,TD,0,39.759261,-121.608486,TD,TD,spot fires and burning fences,O,,
TD-014,11/9,01:42,Radio Log,0,39.759915,-121.587527,Radio Log,Radio Log,structure just igniting,R,,
TD-030,11/9,09:54,AVL,59,39.758167,-121.608467,AVL,TD,Shadowbrook Apartments complex on fire,R,,
TD-111,11/9,09:54,AVL TD-030,59,39.758166,-121.608866,AVL TD-030,TD,Shadowbrook Apartments on fire,R,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
