Source #,Date,Time,Time Source,Obs Window (min),Latitude,Longitude,Location Source,Info Source,Fire Behavior Observations,Type of Fire,Residual Fire?,SSI
TD-155,11/8,10:22,Photo,0,39.746317,-121.646081,Photo,Photo,fence and vegetation burning,O,,
TD-155,11/8,10:22,Photo,0,39.746631,-121.646184,Photo,Photo,"surface fire, N side of Skyway",O,,
TD-155,11/8,10:24,Inferred,0,39.746115,-121.646905,Photo,TD,heavy fire south side Skyway,R,,
TD-155,11/8,10:24,Photo,0,39.745712,-121.647121,Photo,Photo,"structure fully involved, heavy vegetation fire",R,,
TD-155,11/8,10:24,Photo,0,39.745793,-121.647202,Photo,Photo,"fence, vegetation, power poles; all flaming",O,,
TD-155,11/8,10:24,Photo,0,39.745793,-121.647202,Photo,Photo,"fence, vegetation, power poles; all flaming",O,,
TD-155,11/8,10:24,Photo,0,39.745793,-121.647202,Photo,Photo,"fence, vegetation, power poles; all flaming",O,,
TD-014,11/8,10:28,AVL,0,39.778983,-121.605017,AVL,TD,"fire, structures burning",R,,
TD-113,11/8,10:30,TD,210,39.782400,-121.606294,TD,TD,"spot fire--too big to handle; dried grass, litter, pine needles, and scotch broom; fire is spreading, but still somewhat sheltered from wind",S,,
TD-113,11/8,10:30,TD,210,39.782538,-121.605195,TD,TD,"more spot fires igniting in 0.5 m (1.5 ft) thick bed of ivy and pine needles, burning like crazy",S,,
TD-113,11/8,10:30,TD,210,39.784214,-121.606191,TD,TD,spot fires in canyon are picking up,S,,
TD-113,11/8,10:30,TD,210,39.782179,-121.605383,TD,TD,glowing fall out is increasing,O,,
TD-113,11/8,10:30,Photo,210,39.782179,-121.605383,TD,TD,first wave of fire coming up out of draw hitting property hard; group torching and dangerous rate of spread; structures start igniting,R,,
TD-113,11/8,10:30,TD,0,39.782735,-121.605550,TD,TD,"fire threatening structures, fences and vegetation burning",O,,
TD-113,11/8,10:30,TD,210,39.782331,-121.605322,TD,TD,fence burns down; spot fires in yard,O,,
TD-025,11/8,10:30,TD,30,39.746685,-121.645328,TD,TD,"drove through fire, everything on fire Skyway",O,,
VTD-14,11/8,10:44,video,0,39.745940,-121.647186,video,video,"surface fuels have burned, still active fire",V,,
VTD-14,11/8,10:44,video,0,39.745286,-121.647424,video,video,"structures fully involved, south side Skyway",R,,
VTD-22,11/8,10:44,video,0,39.743129,-121.652540,video,video,heavy intense fire burning both sides Skyway NB lanes between split and past paradise sign,O,,
VTD-22,11/8,10:44,video,0,39.741193,-121.659311,video,video,edge of the fire,V,,
VTD-13,11/8,10:45,Inferred,27,39.746034,-121.641740,video,video,heavy vegetation fire,V,,
VTD-26,11/8,10:46,Inferred,0,39.777369,-121.604218,video,video,structures burning on Berkshire Ave near Wagstaff Rd,R,,
TD-030,11/8,11:00,Inferred,240,39.768270,-121.613385,Inferred,TD,fire threatening structures,O,,
TD-068,11/8,11:00,Inferred,60,39.732229,-121.663044,TD,TD,glow coming from drainage between Neal Rd and Skyway; cannot tell if structures burning,O,,
TD-116,11/8,11:00,Inferred,180,39.771587,-121.609279,TD,TD,surface fire burning through mobile home park; structures in Skyway Villa mobile home park starts burning structure to structure,R,,
TD-041,11/8,11:05,Inferred,0,39.806386,-121.577594,TD,TD,fire is up to edge of Skyway; northern flank of fire,V,,
TD-030,11/8,11:10,AVL,0,39.770435,-121.612785,AVL,TD,Fire progressing over hill,O,,
VTD-13,11/8,11:12,video,0,39.746378,-121.644063,video,video,south side Skyway heavy fire,V,,
VTD-13,11/8,11:13,video,0,39.744576,-121.651387,video,video,"heavy fire, structures fully involved, both sides roadway between Skyway split and Skyway Crossroad",R,,
VTD-26,11/8,11:15,Inferred,125,39.747108,-121.642189,video,video,"area north of Skyway and west of health center is burning, vegetation and structures",R,,
VTD-26,11/8,11:15,Inferred,125,39.745380,-121.648033,video,video,vegetation south of split is past peak; most structures fully involved; traffic flowing,R,,
VTD-26,11/8,11:15,Inferred,125,39.740964,-121.656543,video,video,"Welcome to Paradise sign is half on fire, still standing",O,,
VTD-26,11/8,11:15,Inferred,125,39.741140,-121.664146,video,video,western extent of fire; traffic full speed SB in NB lanes,V,,
PPD-02,11/8,11:20,PPD-02,0,39.796459,-121.586142,video,video,fire has already burned through the surface grass,V,x,
PPD-02,11/8,11:20,PPD-02,0,39.795864,-121.586268,video,video,surface fire,V,,
TD-041,11/8,11:25,PPD video,0,39.795367,-121.586539,PPD video,TD,heavy fire on Skyway to the south of Clark Rd,O,,
TD-011,11/8,11:30,TD,0,39.746172,-121.647081,TD,TD,Skyway split is fully involved both sides,O,,
TD-127,11/8,11:30,Inferred,30,39.770367,-121.612346,TD,TD,fire is approaching,O,,
TD-127,11/8,11:30,Inferred,30,39.769914,-121.612077,TD,TD,bushes igniting around building,V,,
PPD-08,11/8,11:37,PPD-08,0,39.790076,-121.591541,Radio,Radio,"trapped by fire, Skyway at Coldren Rd",O,,
TD-058,11/8,11:38,video,0,39.746616,-121.645514,TD,"TD, video","everything on fire; trees, cars, houses, telephone poles",R,,
TD-058,11/8,11:38,video,0,39.746579,-121.645738,video,video,scattered small surface fires both sides Skyway,S,,
TD-058,11/8,11:38,video,0,39.746530,-121.647086,video,video,active vegetation fire north side Skyway,V,,
TD-058,11/8,11:38,video,0,39.745815,-121.646890,video,video,heavy active vegetation fire in drainage on east side Skyway,V,,
TD-058,11/8,11:38,video,0,39.744497,-121.651252,video,video,structures burning in middle of Skyway split,R,,
TD-058,11/8,11:38,video,0,39.741067,-121.655847,video,video,scattered small surface fires both sides Skyway at Crossroad and welcome sign,V,,
TD-058,11/8,11:40,AVL,0,39.740969,-121.656546,TD,TD,welcome to paradise sign is on fire,O,,
PPD-08,11/8,11:46,PPD-08,0,39.775576,-121.608944,Radio,Radio,8000 block Skyway about 90 m (100 yd) from being overtaken [by fire],O,,
PPD-10,11/8,11:53,PPD-10,0,39.801315,-121.582699,video,video,large flames,O,,
PPD-10,11/8,11:53,PPD-10,0,39.799650,-121.584492,video,video,spot fire,S,,
PPD-12,11/8,11:56,PPD-12,0,39.799928,-121.585323,video,video,fire behind storage facility,O,,
PPD-12,11/8,11:56,PPD-12,0,39.799126,-121.586712,video,video,spot fire,S,,
TD-127,11/8,12:00,Inferred,0,39.773464,-121.610827,TD,TD,"intense heat, fire; everything burning between Bille Rd and Wagstaff Rd",R,,
TD-127,11/8,12:00,Radio Log,0,39.777628,-121.606319,Radio Log,Radio Log,multiple gas stations being impacted by fire,C,,
TD-075,11/8,12:03,Photo,0,39.799849,-121.585315,Photo,Photo,edge of fire north of storage facility; burning in surface vegetation and crawling up pine bark,V,,
TD-041,11/8,12:07,Photo,0,39.799915,-121.585640,TD,Photo,fire behind storage facility,V,,
TD-041,11/8,12:07,Photo,0,39.799849,-121.585315,Photo,Photo,edge of fire north of storage facility; burning in surface vegetation and crawling up pine bark,V,,
TD-079,11/8,12:10,AVL,0,39.804683,-121.577867,AVL,TD,everything on fire driving up Skyway - both sides of road,O,,
TD-070,11/8,12:12,Inferred,112,39.745699,-121.643270,TD,TD,structures burning on south side of Skyway; huge flames,R,,
TD-070,11/8,12:12,Inferred,112,39.749073,-121.639910,TD,TD,fire increasing from the north from the canyon behind buildings,V,,
TD-076,11/8,12:15,Inferred,55,39.759509,-121.623908,TD,TD,see flames coming,O,,
TD-060,11/8,12:18,AVL,0,39.812633,-121.575716,AVL,TD,spot fire down in canyon,S,,
TD-009,11/8,12:18,AVL,0,39.810739,-121.577389,AVL,TD,estimated flank of the fire,O,,
TD-083,11/8,12:21,AVL,0,39.803900,-121.581867,AVL,TD,"fire on south side of Ishi, only one fire on north side (detached garage on fire, mobile home burning under floor)",R,,
PPD-08,11/8,12:22,PPD-08,0,39.781516,-121.602519,Radio,Radio,crowning fire activity all to the west side,V,,
TD-127,11/8,12:24,Radio Log,0,39.777646,-121.606300,Radio Log,Radio Log,fire on Skyway at Bille Rd and Wagstaff Rd,O,,
TD-060,11/8,12:27,AVL,14,39.808500,-121.579350,AVL,TD,Fire hit old fire station in Old Magalia and trees pretty hard. Pine needles on metal roof ignite.,V,,
TD-079,11/8,12:28,AVL,16,39.803254,-121.583125,AVL,TD,"side panel of house on fire, houses igniting by ember ignitions",R,,
TD-066,11/8,12:30,Inferred,15,39.750780,-121.631565,TD,TD,spot fires along Skyway between Neal Rd and Pearson Rd,S,,
TD-127,11/8,12:30,Radio Log,0,39.777627,-121.606305,Radio Log,Radio Log,heavy fire impacting Skyway at Wagstaff Rd,O,,
TD-127,11/8,12:30,Inferred,30,39.783505,-121.600093,TD,TD,"fire closing in, both sides of roadway",O,,
TD-127,11/8,12:45,Inferred,15,39.788929,-121.592443,TD,TD,intense fire between Wagstaff Rd and Clark Rd,O,,
TD-026,11/8,12:45,Inferred,61,39.755650,-121.624132,TD,TD,structures burning south and east of Skyway in area of Almond St and Fir St,R,,
TD-026,11/8,12:45,Inferred,61,39.746394,-121.643901,TD,TD,"fire on both sides, fully involved, roofs on fire; pitch black; area of Skyway and Princeton",R,,
TD-026,11/8,12:45,Inferred,61,39.744031,-121.652480,TD,TD,"fire burning between the Skyway split, Skyway Crossroad",O,,
TD-026,11/8,12:45,Inferred,15,39.740962,-121.656543,TD,TD,"""Welcome to Paradise"" sign was burning",O,,
TD-079,11/8,12:46,AVL,20,39.802787,-121.585373,AVL,TD,"grass fires, not all homes burning yet",V,,
TD-012,11/8,12:52,Radio Log,0,39.785725,-121.607162,TD,Radio Log,fire,O,,
TD-200,11/8,12:55,AVL,6,39.781840,-121.602229,AVL,TD,Both sides of Skyway on fire (vehicles and houses burning); between Wagstaff Rd and Quail Way,R,,
TD-205,11/8,13:00,AVL,19,39.783058,-121.600700,AVL,TD,Fire on both sides of Skyway,O,,
TD-079,11/8,13:09,AVL,3,39.803661,-121.582198,AVL,TD,all structures burning,R,,
TD-041,11/8,13:10,Inferred,0,39.798287,-121.585027,TD,TD,fire in tree,V,,
TD-041,11/8,13:10,Inferred,50,39.798494,-121.585064,TD,TD,spotty fires around area,S,,
TD-064,11/8,13:10,Inferred,50,39.753717,-121.623441,TD,TD,park across street from PPD is burning; 10 cm to 13 cm (4 in to 5 in) diameter embers falling,V,,
TD-205,11/8,13:14,Photo,0,39.786952,-121.595085,Photo,Photo,vegetation fire on west side of Skyway at Towhee Ln,V,,
TD-205,11/8,13:14,Photo,0,39.787404,-121.594648,Photo,Photo,surface fire,V,,
TD-205,11/8,13:14,Photo,0,39.787205,-121.595139,Photo,Photo,surface fire,V,,
TD-205,11/8,13:15,AVL,4,39.787133,-121.594650,AVL,TD,cars beginning to burn - very hot,O,,
TD-011,11/8,13:15,TD,0,39.770381,-121.609678,TD,TD,structures fully involved (Bille Rd at Berkshire Ave),R,,
TD-207,11/8,13:16,AVL,0,39.787283,-121.594467,AVL,TD,"fire activity intense on both sides of Skyway, vehicles burning",R,,
TD-128,11/8,13:16,AVL,0,39.787117,-121.594800,AVL,TD,"Both sides on fire; uncontrollable fires, on way up Skyway",R,,
TD-205,11/8,13:16,Photo,0,39.787202,-121.594958,Photo,Photo,vegetation fire,V,,
TD-030,11/8,13:20,AVL,0,39.771670,-121.610604,AVL,TD,Skyway Villa mobile home park fully involved,R,,
TD-030,11/8,13:21,AVL,147,39.771439,-121.611925,AVL,TD,fire threatening structures,O,,
TD-030,11/8,13:21,Inferred,147,39.769908,-121.611789,TD,TD,fire threatening structures,O,,
TD-205,11/8,13:21,Photo,0,39.786164,-121.597312,Photo,Photo,multiple structures fully involved,R,,
TD-067,11/8,13:22,PPD video,0,39.799159,-121.586737,TD,TD,fire coming up Bader Mine Rd from canyon,V,,
PPD-13,11/8,13:22,PPD-13,0,39.798207,-121.586070,video,video,spot fire,S,,
PPD-13,11/8,13:22,PPD-13,0,39.799188,-121.583946,video,video,main fire north of here,O,,
PPD-13,11/8,13:22,PPD-13,0,39.799765,-121.586140,video,video,spot fire,S,,
TD-041,11/8,13:23,Photo,23,39.798089,-121.585145,TD,TD,Optimo has just caught fire,C,,
TD-205,11/8,13:23,Photo,0,39.785389,-121.597540,Photo,Photo,intense vegetation fire both sides of Skyway; surface and ladder fuels burning,V,,
TD-034,11/8,13:24,video,0,39.745780,-121.644098,video,TD,structures along Pacific Dr are all burned down few standing,R,x,
TD-034,11/8,13:24,Photo,0,39.744994,-121.650014,Photo,Photo,"numerous structures fully involved in Skyway median, others no fire visible",C,,
TD-034,11/8,13:24,Photo,0,39.745935,-121.645137,Photo,Photo,"foundations are flaming rubble, vegetative fuels have burned through, minimal fire activity; two or three standing homes; south side Skyway, Longview Dr to Crossroads several blocks deep",R,x,
TD-205,11/8,13:26,Photo,0,39.785548,-121.597951,Photo,Photo,structures fully involved,R,,
TD-127,11/8,13:27,Radio Log,0,39.798250,-121.585384,Radio Log,Radio Log,heavy fire conditions,O,,
TD-127,11/8,13:27,Radio Log,0,39.786185,-121.596367,Radio Log,Radio Log,vehicles burning,O,,
TD-205,11/8,13:27,Photo,0,39.785428,-121.597341,Photo,Photo,"heavy surface fire; vegetation, fence",O,,
TD-012,11/8,13:28,Photo,0,39.753186,-121.657372,Photo,Photo,fire burning on ridge at end of Point West Dr,V,,
TD-205,11/8,13:29,Photo,0,39.785302,-121.597692,Photo,Photo,"vegetation, all surface fuels, fences, burning both sides of roadway; structures likely burning",O,,
TD-021,11/8,13:30,Inferred,0,39.753746,-121.624623,TD,TD,fire has already burned around area of Station 81,O,x,
TD-012,11/8,13:30,Photo,0,39.753186,-121.657372,Photo,Photo,"flames on west side of paradise, view from Doe Mill; fire burning on ridge at end of Point West Dr (Valley Ridge Dr)",V,,
TD-205,11/8,13:34,AVL,24,39.782470,-121.601489,AVL,TD,Intense fire in area. Multiple structures fully involved,R,,
TD-127,11/8,13:36,Photo,0,39.799451,-121.584237,Photo,Photo,"heavy fire, fully involved structure and vegetation",R,,
TD-205,11/8,13:36,Photo,0,39.782542,-121.601862,Photo,Photo,structures burning,C,,
TD-127,11/8,13:36,Photo,0,39.799247,-121.584012,Photo,Photo,vegetation and structure fully involved,R,,
TD-205,11/8,13:36,Photo,0,39.782501,-121.601952,Photo,Photo,"parcel well involved, vegetation and structure; pine tree torching",C,,
TD-205,11/8,13:37,Photo,0,39.782501,-121.601952,Photo,Photo,large ember shower from burning tree and structures,C,,
TD-113,11/8,13:39,Photo,0,39.782179,-121.605383,TD,Photo,neighboring structures burning or already burned down; fence around property burned or knocked down; spot fires in yard,R,,
TD-113,11/8,13:39,Photo,0,39.782227,-121.605426,Photo,Photo,"spot fires have burned on parcel, and fences",O,,
TD-113,11/8,13:39,Photo,0,39.782249,-121.606185,Photo,Photo,structure fully involved,R,,
TD-113,11/8,13:39,Photo,0,39.782419,-121.605748,Photo,Photo,structure burned down,R,,
TD-034,11/8,13:40,Inferred,0,39.744499,-121.649934,TD,TD,both sides Skyway are burning,O,,
TD-055,11/8,13:41,Photo,0,39.771784,-121.612587,Photo,Photo,multiple structures fully involved,R,,
TD-055,11/8,13:43,Photo,0,39.770175,-121.611861,Photo,Photo,structures burning,R,,
TD-127,11/8,13:46,Photo,0,39.799357,-121.584105,Photo,Photo,"structure past peak, fully involved",R,,
TD-127,11/8,13:46,Photo,0,39.798653,-121.584304,Photo,Photo,pine tree; trunk/bark burning to the top,V,,
TD-111,11/8,13:47,Inferred,12,39.782449,-121.601488,TD,TD,"lots of structures burning, wind pushing hard; wall of flames, cars on fire",R,,
TD-205,11/8,13:48,Photo,0,39.782524,-121.601889,Photo,Photo,structure nearly fully involved; flames and heavy smoke from structure; parcel vegetation is fully involved,C,,
TD-015,11/8,13:50,AVL,0,39.782116,-121.603137,TD,TD,"residential structure, 80 % burned down",R,,
TD-041,11/8,13:50,Photo,0,39.799357,-121.584105,Photo,Photo,"structure past peak, fully involved",R,,
TD-041,11/8,13:50,Photo,0,39.798653,-121.584304,Photo,Photo,light fire activity in multiple pine trees,V,,
TD-205,11/8,13:54,Photo,0,39.782469,-121.600840,Photo,Photo,structure fully involved,R,,
TD-205,11/8,13:58,Photo,0,39.783546,-121.600095,Photo,Photo,Flames encroaching on bus.,O,,
TD-205,11/8,13:58,Photo,0,39.783368,-121.599740,Photo,Photo,structure fully involved,R,,
TD-205,11/8,13:58,Photo,0,39.783842,-121.599953,Photo,Photo,"fire approaching bus, other vehicles on Skyway",O,,
TD-205,11/8,13:58,Photo,0,39.783366,-121.599697,Photo,Photo,structure and parcel fully involved,R,,
TD-128,11/8,13:59,AVL,0,39.796729,-121.585667,AVL,TD,tire shop is on fire; fire blowing across road,C,,
TD-128,11/8,13:59,AVL,112,39.799571,-121.586259,Imagery,TD,storage units behind Optimo are on fire,C,,
TD-128,11/8,14:00,video,0,39.782943,-121.600878,video,video,"heavy fire along Skyway, visibility 3 m (10 ft), abandoned vehicles burning",O,,
TD-064,11/8,14:00,Inferred,0,39.753933,-121.623996,TD,TD,fire threatening structures,O,,
TD-064,11/8,14:00,Inferred,0,39.749477,-121.633848,TD,TD,back of town hall (woodpile) on fire,O,,
TD-127,11/8,14:00,Inferred,0,39.797975,-121.584993,TD,TD,flames arrive around and across the street about an hour after embers,R,,
TD-127,11/8,14:00,Inferred,154,39.800012,-121.583775,TD,TD,explosion at propane facility shook ground,C,,
TD-113,11/8,14:00,TD,300,39.782179,-121.605383,TD,TD,fire kicked back up; second wave of fire came along Skyway from NE; definitely more intense,V,,
TD-113,11/8,14:00,TD,300,39.782235,-121.605061,TD,TD,"homes burning, embers flying all around",R,,
TD-113,11/8,14:00,TD,300,39.781855,-121.605058,TD,TD,"vegetation fires, fences burning",O,,
TD-113,11/8,14:00,TD,300,39.782053,-121.604395,TD,TD,neighborhood burning,R,,
TD-117,11/8,14:00,TD,0,39.742833,-121.673188,TD,TD,"fire in backyard of two homes, moderate rate of spread, flames 1.8 m to 3 m (6 ft to 10 ft) flames",V,,
TD-117,11/8,14:00,Inferred,120,39.739125,-121.670044,TD,TD,fire on ridge up at Skyway; est. 30 m to 60 m (100 ft to 200 ft) flames,V,,
TD-128,11/8,14:00,Photo,0,39.783378,-121.600301,Photo,Photo,"intense wind driven fires in trees, ground, buildings, vehicles, brands blowing",R,,
TD-205,11/8,14:01,Photo,0,39.788443,-121.592501,Photo,Photo,structure fully involved,R,,
TD-205,11/8,14:01,Photo,0,39.788485,-121.592362,Photo,Photo,structure fully involved,R,,
TD-111,11/8,14:05,Inferred,0,39.796037,-121.585030,TD,TD,lot of homes on fire around Cabernet,R,,
TD-200,11/8,14:07,AVL,155,39.799040,-121.583598,AVL,TD,"all on fire, east side Skyway north of Optimo",R,,
TD-207,11/8,14:07,AVL,103,39.797909,-121.584712,AVL,TD,structure on fire,R,,
TD-017,11/8,14:08,AVL,36,39.768554,-121.612910,AVL,TD,Very patchy fire spots west side of Skyway,S,,
VTD-20,11/8,14:10,TD,0,39.730506,-121.671658,video,video,spot fires along ridge,V,,
VTD-20,11/8,14:11,TD,0,39.744807,-121.650901,video,video,"past-peak, but still active fires within the Skyway split",O,,
TD-041,11/8,14:12,Photo,0,39.798164,-121.584751,Photo,Photo,spot fire in vegetation,S,,
TD-041,11/8,14:13,Photo,0,39.798287,-121.585117,TD,TD,Optimo building burning,C,,
TD-200,11/8,14:14,AVL,10,39.796800,-121.585750,AVL,TD,fire threatening structure,O,,
TD-118,11/8,14:14,Inferred,86,39.745187,-121.650915,TD,TD,fire on both sides; buildings burning,R,,
TD-205,11/8,14:17,AVL,4,39.786539,-121.596865,AVL,TD,Wing of Heritage Assisted Living building on fire. Cars on fire.,C,,
TD-041,11/8,14:17,Photo,0,39.797912,-121.584712,Photo,Photo,"structure fully involved, partially collapsed",R,,
TD-128,11/8,14:18,Photo,0,39.797912,-121.584712,Photo,Photo,"structure fully involved, partially collapsed",R,,
TD-127,11/8,14:19,Radio Log,0,39.797981,-121.585241,Radio Log,Radio Log,commercial buildings involved,C,,
TD-041,11/8,14:19,Photo,0,39.797912,-121.584712,Photo,Photo,"structure fully involved, partially collapsed",R,,
TD-075,11/8,14:19,Photo,0,39.798262,-121.584524,Photo,Photo,multiple structures and vegetation fires east side Skyway,R,,
TD-075,11/8,14:21,Photo,0,39.797918,-121.584708,Photo,Photo,"structure fully involved, significant fire on parcel",R,,
TD-075,11/8,14:21,Photo,0,39.797411,-121.586287,Photo,Photo,structure burned to foundation,R,x,
TD-075,11/8,14:21,Photo,0,39.797959,-121.586085,Photo,Photo,"surface fire has recently burned this area; almost no flames left, smoking",V,x,
TD-075,11/8,14:22,Photo,0,39.797979,-121.584814,Photo,Photo,"structure fully involved, partially collapsed; tall pine trees torching",R,,
