Source #,Date,Time,Time Source,Obs Window (min),Latitude,Longitude,Location Source,Info Source,Fire Behavior Observations,Type of Fire,Residual Fire?,SSI
TD-040,11/8,13:00,Inferred,540,39.798283,-121.601389,TD,TD,some of first homes to ignite were on Achilles Dr and Andover Dr,R,,
TD-060,11/8,13:03,AVL,8,39.799470,-121.604749,AVL,TD,flanking fire [in wildlands] behind homes on S Park Dr,V,,
TD-079,11/8,13:09,AVL,3,39.803661,-121.582198,AVL,TD,all structures burning,R,,
TD-079,11/8,13:24,AVL,13,39.798323,-121.602435,AVL,TD,"some houses burning, could not access end of road",R,,
TD-045,11/8,13:50,AVL,16,39.799450,-121.602817,AVL,TD,active fire near structures,V,,
TD-113,11/8,14:00,TD,300,39.798536,-121.597654,TD,TD,fire burning upslope into Andover Dr,V,,
TD-089,11/8,14:40,AVL,172,39.795999,-121.607217,TD,TD,just a small slop over the access road,V,,
TD-089,11/8,14:40,AVL,172,39.791325,-121.617666,TD,TD,fire in drainage,V,,
TD-079,11/8,14:42,AVL,169,39.796295,-121.606723,TD,TD,active fire in drainage,V,,
TD-084,11/8,14:48,AVL,161,39.794128,-121.623309,TD,TD,fire in drainage,V,,
TD-041,11/8,14:55,Inferred,0,39.808416,-121.576810,TD,TD,edge of fire,V,,
TD-085,11/8,14:57,AVL,157,39.798757,-121.603341,AVL,TD,fire hung up in drainage,V,,
TD-045,11/8,15:00,Inferred,155,39.795334,-121.608407,TD,TD,Fire hung up on ridge behind houses,V,,
TD-041,11/8,15:00,Inferred,0,39.811869,-121.590965,TD,TD,structures on east side of Andover Dr are already burned to the ground,R,x,
TD-126,11/8,15:00,TD,480,39.797181,-121.601162,TD,TD,"wood piles, decks, fences, other detached combustibles burning, threatening structures",O,,
TD-060,11/8,15:04,AVL,148,39.793906,-121.613192,AVL,TD,fire swung around below us,V,,
TD-045,11/8,15:05,AVL,150,39.797597,-121.604738,TD,TD,Light fire behavior. Creeping fire,V,,
TD-100,11/8,15:45,Inferred,15,39.808486,-121.588058,TD,TD,fire is burning on south side of dam and Andover Dr,V,,
TD-143,11/8,16:30,Inferred,36,39.813108,-121.594710,TD,TD,destroyed structures,R,x,
TD-143,11/8,17:06,Photo,39,39.800196,-121.596171,TD,TD,house completely gone; well-past burning; firewood pile is burning,R,x,
TD-114,11/8,17:14,TD,166,39.815047,-121.590572,TD,TD,fire burning in area around SAV-MOR Foods,V,,
TD-045,11/8,17:35,Inferred,0,39.796955,-121.616092,TD,TD,See well established 6 ha to 8 ha (15 ac to 20 ac) spot fire,S,,
TD-060,11/8,17:42,AVL,33,39.802567,-121.597617,AVL,TD,fire threatening structures,O,,
TD-060,11/8,18:17,AVL,276,39.805100,-121.595183,AVL,TD,"fire backing up hill, flanking",V,,
TD-045,11/8,18:20,AVL,156,39.804078,-121.595806,AVL,TD,Creeping fire behind structures,V,,
TD-085,11/8,18:32,AVL,82,39.806330,-121.583206,AVL,TD,many structures already burned,R,x,
TD-079,11/8,18:34,AVL,119,39.806217,-121.583424,AVL,TD,fire threatening structures,O,,
TD-089,11/8,18:38,AVL,412,39.805960,-121.585905,TD,TD,fire in drainage in heavy brush pushing uphill toward Ishi Dr,V,,
TD-089,11/8,18:38,AVL,101,39.805642,-121.584355,AVL,TD,several homes in area already burned,R,x,
TD-014,11/8,19:00,AVL,10,39.814181,-121.592112,AVL,TD,Significant fire push up draws,V,,
TD-014,11/8,19:00,AVL,10,39.811020,-121.592326,TD,TD,"Structures burning Andover Dr, South Park Dr, and along Skyway by Rite Aid; unable to drive into South Park Dr",R,,
TD-143,11/8,19:11,Photo,0,39.800181,-121.596180,Photo,Photo,structure burned to foundation; no active fire visible,R,x,
TD-087,11/8,19:27,AVL,66,39.805977,-121.583638,AVL,TD,fire threatening structures,V,,
TD-085,11/8,20:18,AVL,12,39.803817,-121.595483,AVL,TD,some houses already affected,R,x,
TD-089,11/8,20:20,AVL,202,39.805642,-121.584355,AVL,TD,fire threatening structures,V,,
TD-087,11/8,20:37,AVL,41,39.805625,-121.584345,AVL,TD,fire threatening structures,V,,
TD-043,11/8,21:00,Inferred,210,39.804939,-121.577902,TD,TD,approximate fire edge; burning south of Indian Dr,O,,
TD-045,11/8,21:03,AVL,255,39.808034,-121.576487,AVL,TD,Fire bumping driveway. Low-intensity fire. Fire burning south of here,V,,
TD-015,11/8,21:09,AVL,54,39.815313,-121.570113,TD,TD,fire still across the West Branch and on Sawmill Peak,V,,
TD-061,11/8,21:13,Radio Log,0,39.815423,-121.570155,Inferred,Radio Log,fire is still down in drainage backing into the wind,V,,
TD-087,11/8,21:51,AVL,41,39.805625,-121.584345,AVL,TD,fire threatening structures,V,,
TD-126,11/8,22:00,Inferred,60,39.797181,-121.601162,TD,TD,"fire bumping structures along canyon rim; creeping fire, not extreme",V,,
TD-087,11/8,22:55,AVL,156,39.805625,-121.584345,AVL,TD,fire threatening structures,V,,
TD-126,11/8,23:00,Inferred,30,39.797096,-121.598801,TD,TD,fire coming up from canyon,V,,
TD-084,11/8,23:12,AVL,142,39.807185,-121.593998,AVL,TD,"fire fingering up into structures, leapfrogging burn-out operations, coming from drainage and canyon",V,,
TD-061,11/8,23:23,Radio Log,0,39.832039,-121.573995,AVL,"TD, Radio Log",spot fire up Coutolenc Rd 90 m to 180 m (200 yd to 300 yd) down and east of road; 0.8 ha to 1.2 ha (2 ac to 3 ac),S,,
TD-061,11/8,23:23,AVL,0,39.822151,-121.561335,AVL,TD,"main fire burning on back side of Sawmill Peak, up high; Series of spot fires on ridge",V,,
TD-126,11/8,23:23,TD-061,74,39.832298,-121.576802,TD,TD,fire up closer approaching homes,V,,
TD-126,11/8,23:30,Inferred,0,39.819739,-121.573512,TD,TD,"spot fire down in canyon, can’t see it yet",S,,
TD-007,11/9,00:00,TD,120,39.812419,-121.573191,TD,TD,fire ran up canyon into Magalia,V,,
TD-209,11/9,00:07,AVL,66,39.812305,-121.575998,AVL,TD,fire starting to spread to ground but not fast; fire pushing up canyon,V,,
TD-089,11/9,00:09,AVL,81,39.805642,-121.584355,AVL,TD,fire threatening structures,V,,
TD-043,11/9,00:30,Inferred,30,39.817747,-121.579302,TD,TD,"fire came over ridge, spotting",V,,
TD-061,11/9,00:37,Radio Log,0,39.830473,-121.577872,AVL,TD,"fire has crossed Coutolenc Rd. Well established, burning with the wind",V,,
TD-061,11/9,00:53,Radio Log,0,39.815090,-121.573200,Radio Log,Radio Log,fire making major run across Coutolenc Rd,V,,
TD-061,11/9,00:53,AVL,24,39.812883,-121.578283,AVL,TD,"main fire front blew straight across Skyway at Coutolenc, estimated 22 m/s (50 mi/h). Wood guardrails igniting.",V,,
TD-041,11/9,00:53,TD-061,24,39.814257,-121.576492,TD,TD,fire hits out of east canyon hard,V,,
TD-125,11/9,00:53,TD-061,24,39.812793,-121.578158,TD,TD,"fire coming up from canyon, strong wind; softball size embers; embers igniting houses",R,,
TD-126,11/9,00:53,TD-061,24,39.813127,-121.577541,TD,TD,"fire coming towards house, fire blows up",V,,
TD-115,11/9,01:00,Inferred,60,39.812751,-121.578417,TD,TD,hit wall of fire on Coutolenc Rd,O,,
TD-115,11/9,01:00,Inferred,60,39.812152,-121.578021,TD,TD,structure burning,C,,
TD-040,11/9,01:00,TD,0,39.822559,-121.589547,TD,TD,find several acre spot fire established on west side of lake,S,,
TD-126,11/9,01:00,TD,60,39.812768,-121.578424,TD,TD,fire spreads west and north of Skyway,V,,
TD-126,11/9,01:00,Inferred,60,39.813813,-121.585729,TD,TD,fire burning both sides Skyway north of Dogtown Rd; cannot get through,O,,
TD-126,11/9,01:00,Inferred,60,39.815439,-121.589180,TD,TD,fire working uphill towards Lakeridge Cir from lake,V,,
TD-060,11/9,01:03,AVL,32,39.807307,-121.593886,AVL,TD,"300 to 400 spot fires starting in S Park Dr, Andover Dr, Endicot Cir, Altus Ct area. [fire came from Coutolenc Rd blow-up]. Fire coming to north end of Andover Dr from Little Butte Creek Canyon",V,,
TD-041,11/9,01:14,Photo,0,39.820733,-121.587872,TD,"TD, Photo",fire spotting to east side of Dogtown Rd along lake,S,,
TD-041,11/9,01:14,Photo,0,39.820292,-121.580220,Photo,Photo,flames on the ridgetop,V,,
TD-209,11/9,01:17,AVL,0,39.815404,-121.592327,AVL,TD,fire not quite to road; spot fires throughout businesses,S,,
TD-045,11/9,01:18,AVL,0,39.811246,-121.568248,TD,TD,fire creeping down Sawmill Peak,V,,
TD-045,11/9,01:19,AVL,120,39.812594,-121.578472,AVL,TD,Lots of spots. Tree stands torching. Fire came roaring up from the canyon. Spotting below Skyway and into Old Magalia,V,,
TD-127,11/9,01:22,Photo,0,39.815722,-121.577526,Photo,TD,crown fire coming from the W Branch toward Coutolenc Rd,V,,
TD-127,11/9,01:22,Inferred,27,39.821756,-121.587876,TD,TD,spot fires along west side Magalia Reservoir,S,,
TD-127,11/9,01:22,Inferred,27,39.817219,-121.592681,TD,TD,fire,O,,
TD-127,11/9,01:22,Inferred,27,39.812071,-121.588898,TD,TD,fire burning on Skyway/Dogtown Rd/dam,V,,
TD-122,11/9,01:23,Photo,17,39.818067,-121.589767,Photo,Photo,fire,S,,
TD-041,11/9,01:23,Photo,0,39.818286,-121.589932,TD,"TD, Photo",spotty fire between Lakeridge Cir and Dogtown Rd,S,,
TD-127,11/9,01:23,Photo,0,39.816533,-121.578257,Photo,Photo,30 m (100 ft) flames on the ridge,V,,
TD-041,11/9,01:23,Photo,0,39.818000,-121.589667,Photo,Photo,surface fire in leaf litter,V,,
TD-043,11/9,01:30,Inferred,0,39.807558,-121.579823,TD,TD,lots of scattered spot fires,S,,
TD-087,11/9,01:33,AVL,113,39.808001,-121.578911,AVL,TD,fire hits crazy from water station. Fire pushed from the dam,V,,
TD-040,11/9,01:33,Photo,0,39.818406,-121.590000,TD,TD,fire spotting / spreading into Magalia,S,,
TD-089,11/9,01:44,AVL,102,39.809900,-121.583985,TD,TD,big push of fire from east; fire also came up drainage from west,V,,
TD-127,11/9,01:45,TD,0,39.817810,-121.591917,TD,TD,fire coming hard toward Coutolenc Rd,V,,
TD-209,11/9,01:48,Photo,0,39.819625,-121.591566,Photo,Photo,"mass fire glow, significant fire from this area",V,,
TD-209,11/9,01:48,Photo,0,39.820000,-121.590120,Photo,Photo,"significant fire, glow, coming from drainage",V,,
TD-209,11/9,01:48,Photo,0,39.818743,-121.591089,Photo,Photo,firebrand showers,O,,
TD-061,11/9,01:49,Radio Log,0,39.811425,-121.587877,Radio Log,Radio Log,fire behavior is probably a 22 m/s (50 mi/h) wind burning straight over to Andover Dr,V,,
TD-122,11/9,01:50,AVL,309,39.816250,-121.590383,AVL,TD,"Subway shop is burning, and propane is venting",C,,
TD-040,11/9,01:51,Photo,0,39.811214,-121.590053,TD,TD,"fire coming from little butte creek, north into Andover Dr/Skyway",V,,
TD-041,11/9,01:51,Photo,0,39.818743,-121.591089,Photo,Photo,surface fire in pine/leaf litter,V,,
TD-209,11/9,01:52,Photo,0,39.819212,-121.589838,Photo,Photo,"fire, orange glow coming from canyon",V,,
TD-041,11/9,01:53,Photo,0,39.819124,-121.591425,TD,"TD, Photo","ground fires moving fairly quickly; flare-ups and ember cast from everything, 100 % ignition",V,,
TD-041,11/9,01:54,Photo,0,39.818743,-121.591089,Photo,Photo,surface fire in pine/leaf litter; ladder fuels,V,,
TD-041,11/9,01:54,Photo,0,39.818198,-121.590650,Photo,Photo,vegetation fire,V,,
TD-041,11/9,01:57,Photo,0,39.818834,-121.591188,Photo,Photo,surface fire in pine/leaf litter; ladder fuels,V,,
TD-109,11/9,01:58,AVL,94,39.816167,-121.590400,AVL,TD,Magalia Pines Baptist Church did catch fire at some point,C,,
TD-041,11/9,01:58,Photo,0,39.818743,-121.591089,Photo,Photo,surface fire in pine/leaf litter; ladder fuels; lots of small embers through air and on road surface,V,,
TD-061,11/9,02:00,AVL,84,39.813922,-121.592928,AVL,TD,"all structures around here are burning; fire is burning across the ""fairway""",R,,
TD-061,11/9,02:00,AVL,84,39.815785,-121.595632,TD,TD,structure to structure fire spread,R,,x
TD-060,11/9,02:08,AVL,176,39.817592,-121.591940,AVL,TD,"fire around us, burning in eaves of Donut shop; unsavable",C,,
TD-041,11/9,02:09,Photo,0,39.818850,-121.591692,Photo,Photo,spot fire in parking lot vegetation,S,,
TD-084,11/9,02:10,AVL,174,39.817442,-121.591647,TD,TD,fire threatening structures,O,,
TD-209,11/9,02:11,Photo,0,39.820144,-121.591938,Photo,Photo,well-established vegetation fire,V,,
TD-041,11/9,02:20,Photo,0,39.819911,-121.592060,Photo,Photo,fire threatening structures,V,,
TD-127,11/9,02:23,Photo,0,39.817277,-121.591326,Photo,Photo,large flames from structure or torching trees,O,,
TD-041,11/9,02:24,Photo,0,39.818128,-121.592764,Photo,Photo,well established fire; possibly structures burning,O,,
TD-041,11/9,02:28,Photo,0,39.820144,-121.591938,Photo,Photo,well-established vegetation fire,V,,
TD-041,11/9,02:30,TD,60,39.806540,-121.602037,TD,TD,sounds like war zone with explosions; fire came into W Park area toward Pine Ridge School from east and south,V,,
TD-143,11/9,02:30,TD,0,39.819394,-121.590539,TD,TD,fire approaching structure,V,,
TD-041,11/9,02:36,Photo,0,39.820266,-121.592884,Photo,Photo,well-established vegetation fire,V,,
TD-127,11/9,02:41,Photo,0,39.816879,-121.592792,Photo,Photo,structures fully involved; propane tanks venting,R,,
TD-123,11/9,02:44,AVL,0,39.820120,-121.592755,AVL,TD,everything on fire,O,,
TD-124,11/9,02:45,AVL,0,39.823850,-121.590583,AVL,TD,fire on both sides of Dogtown Rd,V,,
TD-041,11/9,02:51,Photo,0,39.820252,-121.593127,Photo,Photo,"heavy fire on parcel; vegetation, structure, fully involved",R,,
TD-123,11/9,02:55,AVL,73,39.822098,-121.600180,AVL,TD,"houses on fire, propane tanks exploding",R,,
TD-127,11/9,03:09,Photo,0,39.817290,-121.591744,Photo,Photo,structure fully involved,C,,
TD-041,11/9,03:20,Photo,0,39.819299,-121.593102,Photo,Photo,"fence burning, pine tree torching, right up against structure",O,,
TD-041,11/9,03:22,Photo,0,39.819299,-121.593102,Photo,Photo,structure igniting on eaves from fence and pine tree,R,,
TD-089,11/9,03:29,AVL,97,39.805642,-121.584355,AVL,TD,fire threatening structures,V,,
TD-087,11/9,03:34,AVL,181,39.805625,-121.584345,AVL,TD,fire threatening structures,V,,
TD-009,11/9,03:38,AVL,9,39.816263,-121.592633,AVL,TD,active structure fires,R,,
TD-045,11/9,03:41,AVL,0,39.814356,-121.584692,AVL,TD,"Area near the dam is destroyed, homes along Skyway fully involved",R,,
TD-045,11/9,03:46,AVL,14,39.817283,-121.592250,AVL,TD,Fire still intense in area,O,,
TD-041,11/9,03:51,Photo,0,39.820402,-121.594622,Photo,Photo,"multiple parcels, structures, vegetation, vehicles, wood piles, all fully involved",R,,
TD-045,11/9,04:04,AVL,5,39.818283,-121.594317,AVL,AVL,fire threatening structures,O,,
TD-045,11/9,04:11,AVL,30,39.818383,-121.596650,AVL,"AVL, TD, Inferred",fire threatening structures,O,,
TD-045,11/9,04:50,AVL,5,39.818933,-121.593550,AVL,AVL,fire threatening structures,O,,
TD-123,11/9,04:58,AVL,44,39.814650,-121.600083,AVL,TD,fire threatening structures,O,,
TD-124,11/9,05:01,AVL,41,39.814383,-121.599867,AVL,TD,fire threatening structures,O,,
TD-079,11/9,05:14,AVL,209,39.805047,-121.584566,AVL,TD,fire creeping up from canyon. Fire behavior had reduced; just residual fire from before,V,,
TD-089,11/9,05:15,AVL,36,39.822211,-121.594354,AVL,TD,fire threatening structures,O,,
TD-041,11/9,05:37,Photo,0,39.823670,-121.595660,Photo,Photo,"structure fully involved, past peak; parcel mostly done burning",R,,
TD-041,11/9,05:37,Photo,0,39.823412,-121.594865,Photo,Photo,structure fully involved; detached garage/shed burned to ground,R,,
TD-084,11/9,05:38,AVL,128,39.825109,-121.597752,AVL,TD,mobile home vinyl melting,R,,
TD-084,11/9,05:38,AVL,128,39.825782,-121.596645,AVL,TD,homes on fire,R,,
TD-084,11/9,05:38,AVL,128,39.825786,-121.597587,AVL,TD,"house, needles on roof ignite",R,,
TD-084,11/9,05:38,AVL,128,39.822694,-121.603184,TD,TD,fire threatening structures,O,,
TD-045,11/9,05:41,AVL,63,39.817383,-121.597117,AVL,"AVL, TD, Inferred",fire threatening structures,O,,
TD-060,11/9,05:45,AVL,78,39.825369,-121.597549,AVL,TD,fire threatening structures,O,,
TD-127,11/9,05:52,Photo,0,39.816839,-121.598021,Photo,Photo,"all structures north of Ponderosa; intense flaming, burned to ground",C,,
TD-209,11/9,05:59,Photo,0,39.815479,-121.600513,Photo,Photo,structure fully involved,R,,
TD-209,11/9,06:00,AVL,5,39.815816,-121.600570,AVL,TD,houses engulfed; intense fire,R,,
TD-209,11/9,06:00,AVL,5,39.815590,-121.600796,AVL,TD,1.5 m × 1.5 m (5 ft × 5 ft) spot fire starting,S,,
TD-209,11/9,06:00,AVL,5,39.815590,-121.600796,AVL,TD,propane tank explodes,O,,
TD-127,11/9,06:00,AVL TD-209,0,39.815590,-121.600796,AVL TD-209,TD,fuel BLEVE,O,,
TD-123,11/9,06:21,AVL,374,39.843081,-121.585436,TD,TD,fire making run toward houses in Rosewood Dr area,V,,
TD-124,11/9,06:30,AVL,366,39.847069,-121.584623,AVL,TD,embers are still falling,O,,
TD-087,11/9,06:47,AVL,115,39.844457,-121.583907,TD,TD,Fire creeping on side hill below streets. Multiple wood pile fires,V,,
TD-087,11/9,06:47,AVL,115,39.846615,-121.585351,AVL,TD,"fire threatening structures, woodpiles burning",O,,
TD-128,11/9,06:57,Photo,0,39.815019,-121.601170,Photo,Photo,fire,O,,
TD-128,11/9,06:57,Photo,0,39.815026,-121.601606,Photo,Photo,fence and vegetation burning,O,,
TD-128,11/9,06:57,Photo,0,39.815659,-121.601912,Photo,Photo,structure fully involved,R,,
TD-128,11/9,06:57,Photo,0,39.815426,-121.601728,Photo,Photo,structure fully involved,R,,
TD-041,11/9,07:00,TD,180,39.825494,-121.596972,TD,TD,intense fire activity; like furnace,O,,
TD-064,11/9,07:00,TD,30,39.807898,-121.603846,TD,TD,"houses burned down, some still burning; W Park Dr/Ferguson Dr/Pueblo Dr loop",R,,
TD-064,11/9,07:00,TD,30,39.804668,-121.599371,TD,TD,"intense burning, cannot pass due to fire",O,,
TD-128,11/9,07:05,Photo,0,39.815119,-121.601366,Photo,Photo,significant fire burning behind structure,O,,
TD-060,11/9,07:07,AVL,29,39.823059,-121.600530,AVL,TD,fire threatening structures,O,,
TD-205,11/9,07:09,AVL,2,39.816054,-121.598818,AVL,TD,Fire in crown on both sides of road,V,,
TD-127,11/9,07:10,Inferred,0,39.812606,-121.597612,TD,TD,fire is flanking through S Park Dr area toward Pine Ridge School,O,,
TD-202,11/9,07:20,AVL,4,39.813976,-121.603160,AVL,TD,drove through serious fire to get to safety of Pine Ridge School,O,,
TD-128,11/9,07:20,AVL,0,39.813992,-121.603197,AVL,TD,fire blowing across Compton Dr from west,V,,
TD-127,11/9,07:20,Inferred,0,39.812994,-121.598349,TD,TD,fire hits Pine Ridge School from the east,V,,
TD-127,11/9,07:20,Inferred,0,39.814422,-121.604598,TD,TD,fire coming into Ponderosa Dr from south,V,,
TD-128,11/9,07:21,AVL,84,39.813300,-121.601309,AVL,TD,"1 school building on fire, Pine Ridge School",C,,
TD-207,11/9,07:23,AVL,80,39.813000,-121.600883,AVL,TD,hotspots around Ponderosa Elementary School,O,x,
TD-205,11/9,07:24,AVL,80,39.813333,-121.600983,AVL,TD,fire is surrounding the Pine Ridge School,O,,
TD-205,11/9,07:24,AVL,80,39.814391,-121.603115,AVL,TD,intense fire on north side of Pine Ridge School property,O,,
TD-200,11/9,07:24,AVL,80,39.812291,-121.599922,AVL,TD,fire coming hard,V,,
TD-205,11/9,07:32,AVL,20,39.813250,-121.599966,AVL,TD,Pine Ridge School: portable classrooms are smoldering and starting to ignite on corners,C,,
TD-041,11/9,07:46,Photo,0,39.814910,-121.602640,Photo,Photo,structure fully involved,R,,
TD-205,11/9,08:02,AVL,0,39.814416,-121.603962,AVL,TD,saw structures on Ponderosa igniting,R,,
TD-041,11/9,08:18,Photo,0,39.817729,-121.602227,Photo,Photo,structure fully involved,R,,
TD-203,11/9,09:33,AVL,8,39.815339,-121.600087,AVL,TD,all homes on Ponderosa Dr are engulfed,R,,
TD-200,11/9,09:40,TD,41,39.817395,-121.605794,TD,TD,"fire too intense, everything engulfed",O,,
TD-200,11/9,09:44,AVL,16,39.815800,-121.605350,AVL,TD,propane tanks exploding; houses fully involved,R,,
TD-205,11/9,09:46,video,0,39.818750,-121.596648,AVL,video,all structures on east side of Pineland Cir loop are thoroughly burned down already,R,x,
TD-205,11/9,09:46,Photo,0,39.818725,-121.596641,Photo,Photo,"all structures burned to foundation, minimal flaming rubble",R,x,
TD-200,11/9,10:21,AVL,15,39.815617,-121.605350,AVL,TD,fire threatening to burn entire block,O,,
TD-205,11/9,10:40,AVL,0,39.814725,-121.606477,AVL,TD,Ponderosa Dr all on fire / houses burned down.,R,x,
TD-205,11/9,11:15,AVL,19,39.816778,-121.609948,AVL,TD,structure previously ignited/damaged,R,x,
TD-205,11/9,11:15,AVL,19,39.816613,-121.609884,TD,TD,house is burning,R,,
TD-205,11/9,11:34,Photo,0,39.816610,-121.609938,Photo,Photo,"structure collapsed, flaming; small vegetation spot fires scattered around",R,x,
TD-205,11/9,11:57,video,51,39.816533,-121.609500,video,video,several structures fully involved,R,,
TD-205,11/9,11:57,Photo,0,39.816270,-121.609521,Photo,Photo,structure fully involved,R,,
TD-207,11/9,11:58,AVL,66,39.817467,-121.608633,AVL,TD,fire threatening structure,O,,
TD-207,11/9,11:58,Photo,0,39.816407,-121.609367,Photo,Photo,multiple structures around fully involved or collapsed; fire threatening surviving structure,R,,
TD-128,11/9,12:00,Photo,0,39.817941,-121.608074,Photo,Photo,multiple structures at end of cul-de-sac are burning,R,,
TD-128,11/9,12:00,Photo,0,39.817617,-121.608670,Photo,Photo,fire,O,,
TD-205,11/9,12:36,Photo,0,39.815972,-121.608981,Photo,Photo,structure fully involved,R,,
TD-205,11/9,12:36,Photo,0,39.816105,-121.609292,Photo,Photo,structure fully involved; propane/fuel tank venting,R,,
TD-205,11/9,12:37,Photo,0,39.816105,-121.609292,Photo,Photo,propane tank venting,O,,
TD-207,11/9,13:09,AVL,49,39.816967,-121.609850,AVL,TD,fire threatening structure,O,,
TD-205,11/9,13:45,AVL,14,39.816533,-121.609500,AVL,TD,fire threatening structures,O,,
TD-207,11/9,13:59,AVL,22,39.817200,-121.609383,AVL,TD,fire threatening structure,O,,
TD-128,11/9,14:14,Photo,0,39.817973,-121.608184,Photo,Photo,structures on Stetson Ct igniting,R,,
TD-128,11/9,14:14,Photo,0,39.817873,-121.608503,Photo,Photo,"structure ignited, fire becoming well established on structure",R,,
TD-128,11/9,14:14,Photo,0,39.818227,-121.607792,Photo,Photo,"structure ignited, fire becoming well established on structure",R,,
TD-128,11/9,14:14,Photo,0,39.818099,-121.608342,Photo,Photo,structure burning,R,,
TD-128,11/9,14:14,Photo,0,39.818250,-121.608145,Photo,Photo,structure burning,R,,
TD-207,11/9,14:50,AVL,70,39.817550,-121.608567,AVL,TD,fire threatening structure,O,,
TD-205,11/9,15:26,AVL,49,39.820177,-121.604178,AVL,"AVL, TD, Inferred",fire threatening structures,O,,
TD-205,11/9,16:23,AVL,17,39.816533,-121.609500,AVL,TD,fire threatening structures,O,,
TD-207,11/9,16:28,AVL,101,39.816883,-121.609867,AVL,TD,fire threatening structure,O,,
TD-205,11/9,16:55,AVL,98,39.817400,-121.607283,AVL,"AVL, TD, Inferred",fire threatening structures,O,,
TD-207,11/9,18:15,AVL,24,39.815650,-121.605467,AVL,TD,structure had burnt deck,R,x,
TD-205,11/9,19:40,AVL,73,39.816533,-121.609500,AVL,TD,fire threatening structures,O,,
TD-082,11/9,,TD,0,39.822323,-121.607479,TD,TD,structure fully involved,R,,
TD-082,11/9,,TD,0,39.821598,-121.607799,TD,TD,fire threatening structures,O,,
TD-082,11/9,,TD,0,39.821598,-121.607799,TD,TD,fire threatening structures,O,,
