Source #,Date,Time,Time Source,Obs Window (min),Latitude,Longitude,Location Source,Info Source,Fire Behavior Observations,Type of Fire,Residual Fire?,SSI
TD-040,11/8,08:08,Inferred,28,39.788570,-121.576044,TD,TD,"spot is 0.4 ha to 0.6 ha (1 ac to 1.5 ac); no embers from main fire, just from orchard",S,,
911-104-1,11/8,08:09,911-104-1,0,39.754121,-121.570879,911-104-1,911-104-1,fire burning on property,S,,
911-1046-4,11/8,08:09,911-1046-4,0,39.778723,-121.574071,911-1046-4,911-1046-4,fire in mobile home park storage area,O,,
911-110-1,11/8,08:10,911-110-1,0,39.781405,-121.569599,Inferred,911-110-1,"fire at end of Merrill, flames in backyard",S,,
911-1047-1,11/8,08:11,911-1047-1,0,39.757160,-121.571200,911-1047-1,911-1047-1,Feather River Hospital is getting spot fires on campus,S,,
911-1048-2,11/8,08:12,911-1048-2,0,39.780978,-121.579068,911-1048-2,911-1048-2,embers starting fire in field,S,,
911-1049-6,11/8,08:12,911-1049-6,0,39.778499,-121.573608,Inferred,911-1049-6,field behind property on fire,S,,
911-1049-8,11/8,08:12,911-1049-8,0,39.783135,-121.570510,911-1049-8,911-1049-8,fire approaching 30 m (100 ft) from house,V,,
TD-024,11/8,08:15,TD,0,39.783691,-121.573843,TD,TD,yard is on fire,S,,
TD-061,11/8,08:16,Radio Log,0,39.780653,-121.578518,AVL,TD, 0.4 ha (1 ac) fire in field,S,,
TD-061,11/8,08:16,TD-022,0,39.777779,-121.572221,TD-022,TD,spot fire,S,,
TD-022,11/8,08:16,TD-061,0,39.777779,-121.572221,TD,TD,spot fire 9 m × 30 m (30 ft × 100 ft) in manzanita and decorative veg,S,,
TD-063,11/8,08:17,Inferred,3,39.755091,-121.571529,TD,TD,"south side yards/vegetation on fire, north side has no fire",V,,
911-1053-4,11/8,08:17,911-1053-4,0,39.774283,-121.570860,911-1053-4,911-1053-4,spot fire,S,,
911-1054-2,11/8,08:17,911-1054-2,0,39.754421,-121.570872,Inferred,911-1054-2,big fire behind house,V,,
TD-063,11/8,08:20,Inferred,30,39.757794,-121.571187,TD,TD,FRH: active fire on the hospital complex,V,,
Radio Log,11/8,08:20,Radio Log,0,39.756680,-121.568253,Inferred,Radio Log,FRH: fire right on property line,V,,
TD-020,11/8,08:21,Inferred,19,39.780509,-121.578370,TD,TD,"about 0.2 ha (0.5 ac) spot fire in 0.6 m (2 ft) of grass, fast spreading",S,,
TD-020,11/8,08:21,Inferred,19,39.776029,-121.576382,TD,TD,spot fire,S,,
TD-020,11/8,08:21,Inferred,19,39.775662,-121.576423,TD,TD,spot fire,S,,
TD-022,11/8,08:21,Radio Log,0,39.779100,-121.570678,TD,Radio Log,multiple spots off Shay Ln and June Way,S,,
Radio Log,11/8,08:22,Radio Log,0,39.779688,-121.579113,Radio Log,Radio Log,"west of Pentz Rd just north of Wagstaff Rd, fire 45 m (50 yd) from road",V,,
TD-014,11/8,08:23,AVL,10,39.780506,-121.577546,TD,TD,"spot fire in open field, 2 ha to 4 ha (5 ac to 10 ac), hitting back of structures; structures not burning yet [note: full field is 4 ha (10 ac)]",V,,
TD-061,11/8,08:24,AVL,9,39.781015,-121.577697,AVL,TD,fire burning back fences on south side of Merrill near Pentz Rd,O,,
911-131-1,11/8,08:24,911-131-1,0,39.757421,-121.570929,911-131-1,911-131-1,hospital on fire,C,,
TD-021,11/8,08:25,Radio Log,0,39.788403,-121.576135,Radio Log,Radio Log, 0.1 ha (0.25 ac) fire off Apple View Way,S,,
TD-022,11/8,08:25,Inferred,35,39.778911,-121.572122,TD,TD,spot fire,S,,
911-134-1,11/8,08:25,911-134-1,0,39.757421,-121.570929,911-134-1,911-134-1,FRH being impacted by fire,O,,
911-137-1,11/8,08:27,911-137-1,0,39.757421,-121.570929,911-137-1,911-137-1,hospital is on fire,C,,
TD-022,11/8,08:30,Inferred,40,39.781410,-121.575163,TD,TD,homes igniting,R,,
TD-043,11/8,08:30,Radio Log,0,39.780747,-121.577646,TD,TD,fire in field moving SW,V,,
TD-043,11/8,08:30,Inferred,20,39.779515,-121.578397,TD,TD,"spot fire in field, slopover in SW corner",V,,
TD-043,11/8,08:30,Inferred,20,39.781478,-121.570512,TD,TD,structures on fire east end of Merrill,R,,
TD-143,11/8,08:30,Inferred,30,39.754738,-121.572356,TD,TD,fire both sides of road; propane exploding,R,,
911-141-1,11/8,08:31,911-141-1,0,39.785706,-121.578449,911-141-1,911-141-1,fire in backyard,S,,
TD-045,11/8,08:32,AVL,5,39.780430,-121.578750,AVL,TD,Spot fire,S,,
911-144-1,11/8,08:32,911-144-1,0,39.783750,-121.573598,911-144-1,911-144-1,fire in yard,S,,
TD-038,11/8,08:33,TD,27,39.797136,-121.566670,TD,TD,see spot fire down in canyon,S,,
TD-021,11/8,08:33,TD,27,39.788256,-121.576047,TD,TD,spot fires igniting all over (10+) the field 1 min to 2 min after wind increase,S,,
TD-143,11/8,08:33,Photo,0,39.780859,-121.578891,Photo,TD,field on fire,V,,
TD-143,11/8,08:33,Photo,0,39.780316,-121.578891,Photo,Photo,grass field is burning toward Pentz Rd; 50 m (55 yd) east of roadway,V,,
TD-061,11/8,08:35,AVL,13,39.779658,-121.579541,TD,TD,fire is spotting across Pentz Rd,S,,
TD-040,11/8,08:36,Inferred,0,39.786979,-121.572546,TD,TD,spots starting along Dean Rd,S,,
TD-040,11/8,08:36,Inferred,114,39.788598,-121.573930,TD,TD,active fire burning in grass behind Chapman Ln,S,,
TD-040,11/8,08:36,Inferred,114,39.788866,-121.572862,TD,TD,"propane tanks exploding, fire all around in heavy vegetation and pine needles",V,,
TD-040,11/8,08:36,Inferred,114,39.787130,-121.574843,TD,TD,vegetation fire on lot; ember ignitions,V,,
Radio Log,11/8,08:36,Radio Log,0,39.757060,-121.571208,Radio Log,Radio Log,fire within 3 m (10 ft) of FRH,V,,
TD-005,11/8,08:37,AVL,0,39.748583,-121.572400,AVL,TD,ember storm,O,,
TD-005,11/8,08:37,AVL,0,39.752744,-121.572523,AVL,TD,spot fire on west side of road,S,,
TD-005,11/8,08:37,AVL,0,39.754633,-121.572426,AVL,TD,fire on east side of Pentz Rd about to hit Riverview Dr,V,,
TD-014,11/8,08:37,Radio Log,0,39.756607,-121.568242,Radio Log,Radio Log,active torching behind FRH,V,,
TD-005,11/8,08:38,AVL,0,39.754891,-121.571911,TD,TD,fire in front yard,S,,
TD-005,11/8,08:38,AVL,65,39.755100,-121.571617,AVL,TD,"spots growing bigger than backpump size in seconds, and flames blowtorching, ember shower, all yards burning. Decorative stuff in yards burning that normally doesn't burn",S,,
TD-014,11/8,08:38,AVL,17,39.756387,-121.568888,TD,TD,FRH: fully involved buildings,C,,
TD-014,11/8,08:38,AVL,17,39.756620,-121.571889,TD,TD,FRH: fire on patio of OB unit,O,,
TD-045,11/8,08:38,AVL,11,39.779757,-121.575467,AVL,TD,spot fire,S,,
911-159-1,11/8,08:38,911-159-1,0,39.782928,-121.576918,911-159-1,911-159-1,"""giant"" fire",S,,
PPD-02,11/8,08:39,PPD-02,1,39.781406,-121.581052,video,video,spot fire; isolated smoke column rising from here,S,,
TD-014,11/8,08:40,Radio Log,0,39.756195,-121.572080,AVL,TD,FRH: fire on one of the patios at the hospital,O,,
TD-014,11/8,08:40,Radio Log,0,39.777786,-121.579607,Radio Log,Radio Log,multiple spot fires [in area of] Pentz Rd / Wagstaff Rd,S,,
TD-084,11/8,08:40,AVL,6,39.752380,-121.572450,AVL,TD,"a few spots on west side, 10 spot fires on east side of Pentz Rd",S,,
TD-016,11/8,08:40,Inferred,5,39.752554,-121.572109,TD,TD,spot fires all along east side Pentz Rd,S,,
TD-042,11/8,08:40,Inferred,0,39.786896,-121.574839,TD,TD,fire all along Dean Rd,O,,
TD-042,11/8,08:40,Inferred,0,39.778477,-121.577106,TD,TD,half of mobile homes in Ridgewood mobile home park are on fire,R,,
PPD-02,11/8,08:41,PPD-02,0,39.781406,-121.581052,video,video,spot fire,S,,
911-170-1,11/8,08:43,911-170-1,0,39.795278,-121.574962,911-170-1,911-170-1,structure on fire,R,,
PPD-02,11/8,08:43,PPD-02,0,39.779087,-121.577092,Radio,Radio,"Ridgewood mobile home park; fires directly behind, homes becoming involved",R,,
TD-209,11/8,08:44,AVL,2,39.745602,-121.572362,AVL,TD,glowing embers falling,O,,
911-174-1,11/8,08:44,911-174-1,0,39.768492,-121.583432,911-174-1,911-174-1,fence on fire,O,,
PPD-02,11/8,08:44,PPD-02,0,39.778876,-121.575801,Radio,Radio,north end of park is becoming involved (Ridgeway MHP),R,,
TD-064,11/8,08:45,Inferred,15,39.778683,-121.575499,TD,TD,fire is hitting gas mains,O,,
TD-064,11/8,08:45,Inferred,15,39.778299,-121.575586,TD,TD,fire moving deeper into Ridgewood MHP down both rows,R,,
TD-064,11/8,08:45,Inferred,15,39.777563,-121.576324,TD,TD,additional mobile homes in Ponderosa MHP catch on fire,R,,
TD-016,11/8,08:45,TD,0,39.750708,-121.572527,TD,TD,encounter wall of fire,O,,
TD-084,11/8,08:46,AVL,127,39.753868,-121.572262,AVL,TD,bumpers of cars igniting,O,,
TD-084,11/8,08:46,AVL,127,39.753868,-121.572262,AVL,TD,fire threatening structures,O,,
TD-084,11/8,08:46,AVL,127,39.753392,-121.572678,AVL,TD,fire threatening structures,O,,
TD-209,11/8,08:46,AVL,17,39.751665,-121.570313,AVL,TD,flames coming from the canyon,V,,
TD-067,11/8,08:46,Inferred,20,39.778443,-121.578823,TD,TD,"Ridgewood MHP, portions are burning",R,,
911-178-3,11/8,08:46,911-178-3,0,39.772408,-121.568428,911-178-3,911-178-3,residential alarm company reporting fire alarm,R,,
911-179-1,11/8,08:46,911-179-1,0,39.757048,-121.571191,911-179-1,911-179-1,hospital fire alarm,C,,
TD-045,11/8,08:47,AVL,0,39.779343,-121.576061,AVL,TD,two houses to south of field cannot be saved,R,,
TD-103,11/8,08:47,AVL,148,39.755683,-121.571747,AVL,TD,fire approaches from east,V,,
TD-103,11/8,08:47,AVL,148,39.753133,-121.572216,TD,TD,fire all around; all homes involved,R,,
TD-103,11/8,08:47,AVL,148,39.756426,-121.571397,TD,TD,FRH: Cancer center catches fire,C,,
TD-122,11/8,08:47,AVL,1,39.742333,-121.572883,AVL,TD,edge of fire,O,,
VTD-17,11/8,08:47,TD,3,39.756884,-121.568212,video,video,smoke coming from behind hospital,V,,
TD-005,11/8,08:48,AVL,0,39.755324,-121.570642,AVL,TD,house at end of street 50?% involved,R,,
TD-061,11/8,08:48,AVL,5,39.781479,-121.573042,AVL,TD,civilian POV igniting on seat,O,,
TD-061,11/8,08:48,AVL,9,39.779620,-121.570612,TD,TD,fire impacting homes along Shay Ln,O,,
TD-061,11/8,08:48,AVL,9,39.782423,-121.571996,TD,TD,multiple spot fires,S,,
TD-123,11/8,08:48,AVL,0,39.747928,-121.572361,AVL,TD,can hear propane tanks exploding,O,,
TD-109,11/8,08:49,AVL,26,39.752233,-121.572483,AVL,TD,fire both sides of Pentz Rd; east side of Pentz Rd more involved,O,,
TD-122,11/8,08:49,AVL,48,39.751221,-121.572481,AVL,TD,flames hundreds of feet long coming out of canyon,V,,
TD-123,11/8,08:49,AVL,60,39.750897,-121.572404,AVL,TD,everything is on fire,O,,
TD-124,11/8,08:49,AVL,7,39.752548,-121.572516,AVL,TD,multiple spots on east side of Pentz Rd,S,,
TD-116,11/8,08:50,TD,10,39.774647,-121.579606,TD,TD,ember cast; tree in yard catches fire,S,,
PPD-02,11/8,08:52,PPD-02,0,39.778476,-121.579561,Radio,Radio,fire reaching Pentz Rd now (Ridgewood MHP),O,,
PPD-02,11/8,08:52,PPD-02,0,39.778476,-121.575146,Radio,Radio,east end of park is fully involved (Ridgewood MHP),R,,
TD-045,11/8,08:53,Inferred,0,39.780537,-121.575161,AVL,TD,fire impacts from southeast direction,V,,
TD-045,11/8,08:53,Inferred,97,39.780491,-121.575766,TD,TD,Embers falling around,O,,
TD-123,11/8,08:53,AVL,7,39.751717,-121.572767,AVL,TD,spot fires,S,,
PPD-02,11/8,08:53,PPD-02,0,39.780879,-121.579537,video,video,"fire reaching Pentz Rd, burning field",V,,
PPD-04,11/8,08:53,PPD-04,5,39.755718,-121.569681,video,video,"intense fire activity, possible structure involved",O,,
PPD-02,11/8,08:53,PPD-02,0,39.781369,-121.579551,video,video,trees along east side Pentz Rd torching,V,,
TD-079,11/8,08:54,AVL,0,39.731390,-121.574204,AVL,TD,"very defined wall of flame and smoke, flames both sides of Pentz Rd",O,,
TD-015,11/8,08:54,AVL,4,39.767067,-121.576067,AVL,TD,spot fires all around; east side heavily involved,S,,
PPD-02,11/8,08:54,PPD-02,0,39.781369,-121.579551,video,video,"intense fire, falling tree debris impacting Pentz Rd",V,,
PPD-02,11/8,08:54,PPD-02,0,39.779573,-121.579685,video,video,intense fire burning on east side of Pentz Rd; between Merrill Rd and 6717 Pentz Rd,V,,
PPD-02,11/8,08:54,PPD-02,0,39.779573,-121.579685,video,video,traffic and roadway SB blocked by fire,V,,
PPD-02,11/8,08:54,PPD-02,0,39.779573,-121.579685,video,video,fire spotted to west side of Pentz Rd,S,,
TD-014,11/8,08:55,AVL,7,39.752393,-121.572412,AVL,TD,structures involved on both sides of Pentz Rd,R,,
TD-021,11/8,08:55,Radio Log,0,39.788403,-121.576135,Radio Log,Radio Log,spot fire,S,,
TD-043,11/8,08:55,Inferred,21,39.778869,-121.578982,TD,TD,mobile homes are burning in Ridgeway MHP (NW corner),R,,
PPD-02,11/8,08:55,PPD-02,0,39.780005,-121.579643,video,video,fire actively spotting across Pentz Rd,S,,
TD-061,11/8,08:56,Radio Log,0,39.781479,-121.573042,AVL,TD,house is on fire,R,,
TD-045,11/8,08:57,AVL,13,39.780159,-121.576475,AVL,TD,"approximately 2.4 m × 3 m (8 ft × 10 ft) wood-frame shed catches fire first, then catches eaves of house",R,,x
TD-060,11/8,08:57,AVL,6,39.753124,-121.572432,AVL,TD,spot fires starting. Heavy fire.,V,,
PPD-04,11/8,08:57,PPD-04,0,39.780502,-121.579592,Radio,Radio,fire has jumped the road and continuing westbound,O,,
PPD-04,11/8,08:57,PPD-04,0,39.776009,-121.580137,Radio,Radio,"spot fire, Ponderosa Elementary School",S,,
TD-079,11/8,08:58,AVL,6,39.753821,-121.572434,AVL,TD,"100 % of embers ignite spots, trees torching, vehicles on fire",O,,
TD-067,11/8,08:58,PPD video,0,39.775306,-121.579700,TD,PPD video,spot fire in shrub of front parking lot at ponderosa elementary school,S,,
TD-043,11/8,08:58,Inferred,18,39.778925,-121.574873,TD,TD,two end mobile homes are burning Ridgewood MHP (NE corner),R,,
TD-043,11/8,08:58,Inferred,18,39.778472,-121.576890,TD,TD,mobile homes burning; pass through fire twice in mobile home park to escape back to Pentz Rd (Ridgewood Mobile Home Park),R,,
PPD-02,11/8,08:58,PPD-02,0,39.776008,-121.580095,Radio,Radio,"Spot fire ponderosa school, large shrub in the front parking lot",S,,
TD-085,11/8,08:59,AVL,0,39.777336,-121.577799,AVL,TD,Ponderosa mobile home park burning; sending ember showers,R,,
TD-085,11/8,08:59,AVL,40,39.778433,-121.578792,AVL,TD,all mobile homes on fire (Ridgewood MHP),R,,
TD-061,11/8,09:00,AVL,6,39.779389,-121.573230,TD,TD,large spot fire,S,,
TD-061,11/8,09:00,AVL,22,39.781731,-121.577049,TD,TD,homes on north side of Merrill are igniting,R,,
TD-015,11/8,09:00,AVL,5,39.762633,-121.574733,AVL,TD,spot fires all around,S,,
TD-129,11/8,09:00,AVL,8,39.746117,-121.572233,AVL,TD,fire crossing Pentz Rd from east to west between Stearns Rd and Pearson Rd,O,,
TD-016,11/8,09:00,TD,0,39.752369,-121.572747,TD,TD,"fire quickly spotting to west side of Pentz Rd, many spots starting up",S,,
TD-016,11/8,09:00,Inferred,120,39.750918,-121.574006,TD,TD,fire threatening structures,O,,
TD-016,11/8,09:00,Inferred,120,39.753051,-121.574265,TD,TD,garage on structure igniting,R,,
TD-016,11/8,09:00,Inferred,120,39.751490,-121.575348,TD,TD,"spot fire in Pearson Rd drainage, chased out by fire",S,,
TD-021,11/8,09:00,Inferred,18,39.774029,-121.579626,TD,TD,fire actively hitting/crossing Pentz Rd between Wagstaff Rd and Bille Rd,O,,
TD-116,11/8,09:00,TD,23,39.769654,-121.580470,TD,TD,heavy ember cast,O,,
TD-043,11/8,09:00,"TD-085, TD-022",30,39.777779,-121.579642,TD,TD,pine trees igniting at intersection,V,,
TD-023,11/8,09:00,Inferred,180,39.788541,-121.576674,TD,TD,observed fire whirl form,O,,
TD-023,11/8,09:00,TD,0,39.788042,-121.577199,TD,TD,fence ignites; house and garage catch fire,R,,
TD-023,11/8,09:00,Inferred,180,39.788088,-121.577237,TD,TD,concern about structure collapsing as it burns,R,,
TD-103,11/8,09:00,Photo,0,39.755455,-121.571546,Photo,Photo,"fence and vegetation burning, threatening structure",O,,
VTD-23,11/8,09:01,Inferred,0,39.759349,-121.572781,video,video,first hot embers start landing on windshield,O,,
PPD-02,11/8,09:01,PPD-02,0,39.778583,-121.579579,Radio,Radio,fire threatening vehicles,O,,
TD-020,11/8,09:02,Inferred,0,39.757028,-121.571208,TD,TD,ember cast,O,,
911-208-1,11/8,09:02,911-208-1,0,39.757023,-121.571290,911-208-1,911-208-1,fire alarm,C,,
VTD-23,11/8,09:03,Inferred,20,39.760734,-121.573395,video,video,first spot fire,S,,
VTD-23,11/8,09:03,Inferred,20,39.760734,-121.573395,video,video,multiple spot fires in area along Pentz Rd at Vineyard; both sides road,S,,
TD-209,11/8,09:03,Photo,0,39.753452,-121.572392,Photo,Photo,"vegetation fire, burning surface and up ladder fuels both sides of Pentz Rd",V,,
TD-079,11/8,09:04,AVL,32,39.765269,-121.574923,AVL,TD,"100 % of embers ignite spots, trees torching, vehicles on fire, people's hair igniting, dangerous fire, flames going sideways; tire on engine melting",O,,
911-210-1,11/8,09:04,911-210-1,0,39.758893,-121.570887,911-210-1,911-210-1,fire alarm,C,,
VTD-17,11/8,09:05,TD,0,39.758293,-121.571793,video,video,light embers start trickling down,O,,
VTD-17,11/8,09:05,Inferred,9,39.755064,-121.572370,video,video,fire burning on west side Pentz Rd,V,,
PPD-05,11/8,09:05,PPD-05,0,39.757758,-121.571137,video,video,light ember cast blowing from the West,O,,
911-216-1,11/8,09:07,911-216-1,0,39.775077,-121.581572,911-216-1,911-216-1,fence on fire,O,,
PPD-05,11/8,09:08,PPD-05,2,39.757758,-121.571137,video,video,"heavy ember shower, embers exploding and skittering across pavement",O,,
PPD-05,11/8,09:09,PPD-05,0,39.757834,-121.571099,video,video,multiple spot fire ignition in mulch,S,,
TD-045,11/8,09:10,AVL,33,39.780190,-121.576040,AVL,TD,Fire spread from neighbor's shed to fence to shed [3 m × 4.6 m (10 ft × 15 ft) shed],R,,
PPD-02,11/8,09:10,PPD-02,0,39.787945,-121.577869,video,video,spot fire,S,,
PPD-02,11/8,09:10,PPD-02,0,39.788858,-121.578773,video,video,multiple spot fires on north side of Apple View Way,S,,
911-221-2,11/8,09:11,911-221-2,0,39.766771,-121.575815,911-221-2,911-221-2,roadway blocked by fire,O,,
PPD-05,11/8,09:11,PPD-05,0,39.761954,-121.573972,Inferred,Radio,pretty involved fire in area,O,,
TD-015,11/8,09:12,AVL,11,39.766611,-121.576095,AVL,TD,fire through east side of Pentz Rd - structures on fire,R,,
TD-015,11/8,09:12,Inferred,9,39.766809,-121.575783,AVL,TD,"active fire; trees torching, and spot fires on west side of Pentz Rd",V,,
PPD-05,11/8,09:12,PPD-05,0,39.757892,-121.571664,video,Radio,"FRH: firestorm, fire threatening all around all the buildings including gas tanks and oxygen",O,,
TD-209,11/8,09:14,AVL,120,39.751393,-121.574283,AVL,TD,fire threatening structures,O,,
TD-129,11/8,09:14,Inferred,36,39.752390,-121.575420,TD,TD,fire spotted behind (west) homes on Chaney Ln; spot fire getting sucked back to the main fire to the east,S,,
TD-129,11/8,09:14,Inferred,36,39.751244,-121.574768,Imagery,TD,burning vegetation threatening structures,V,,
TD-090,11/8,09:15,AVL,7,39.757795,-121.572302,AVL,TD,fire on the west side of Pentz Rd by the hospital,V,,
TD-016,11/8,09:15,Inferred,192,39.757568,-121.570270,TD,TD,FRH: attic fire in structure,C,,
VTD-17,11/8,09:15,Inferred,8,39.756180,-121.572572,video,video,surface fire burning all of west side of Pentz Rd at southern hospital driveway,V,,
VTD-17,11/8,09:15,Inferred,8,39.753918,-121.572393,video,video,active fires both sides of Pentz Rd between hospital and Chaney Ln,O,,
VTD-17,11/8,09:15,Inferred,8,39.750940,-121.572532,video,video,southern extent of fire,O,,
TD-209,11/8,09:16,AVL,26,39.751694,-121.574025,AVL,"AVL, TD",fire threatening structures,O,,
911-230-5,11/8,09:16,911-230-5,0,39.766771,-121.575815,911-230-5,911-230-5,ambulances on fire,O,,
TD-109,11/8,09:17,AVL,45,39.756683,-121.570967,AVL,TD,FRH: HVAC is on fire,C,,
911-232-1,11/8,09:17,911-232-1,0,39.766778,-121.575835,911-232-1,911-232-1,ambulance on fire,O,,
PPD-02,11/8,09:17,PPD-02,0,39.785042,-121.579593,video,video,spot fire on west side Pentz Rd,S,,
PPD-02,11/8,09:17,PPD-02,0,39.784249,-121.579387,video,video,spot fire east side Pentz Rd,S,,
PPD-02,11/8,09:17,PPD-02,0,39.783437,-121.579502,video,video,spot fire east side Pentz Rd,S,,
TD-060,11/8,09:18,AVL,0,39.766885,-121.575890,AVL,TD,"ambulances just igniting, engine compartment fully involved",O,,
TD-083,11/8,09:19,AVL,0,39.766667,-121.575717,AVL,TD,ambulance is burning,O,,
911-234-1,11/8,09:19,911-234-1,0,39.763874,-121.572729,911-234-1,911-234-1,house on fire,R,,
PPD-05,11/8,09:19,PPD-05,0,39.757895,-121.572366,video,Radio,fire has jumped westbound from our location,O,,
PPD-05,11/8,09:19,PPD-05,0,39.757655,-121.572453,video,video,spot fire on west side Pentz Rd,S,,
TD-069,11/8,09:20,Inferred,0,39.761614,-121.573449,TD,TD,structure catching fire,R,,
TD-069,11/8,09:20,Inferred,0,39.762837,-121.574830,TD,TD,structure on fire,R,,
PPD-05,11/8,09:20,PPD-05,0,39.756074,-121.572333,video,video,Pentz Rd is inaccessible due to fire and fire engine activity south of hospital,O,,
TD-015,11/8,09:21,Radio Log,0,39.766933,-121.575940,Radio Log,TD,Two ambulances catch on fire,O,,
PPD-05,11/8,09:21,PPD-05,0,39.762823,-121.574409,Radio,Radio,active flames against road,O,,
TD-123,11/8,09:22,AVL,25,39.752383,-121.574300,AVL,TD,fire coming from east and west,O,,
TD-086,11/8,09:23,AVL,0,39.746182,-121.572306,AVL,TD,wall of flames,O,,
TD-086,11/8,09:23,AVL,14,39.746186,-121.571265,TD,TD,heavy ember cast,V,,
TD-086,11/8,09:23,AVL,14,39.745893,-121.570686,TD,TD,structure on fire,R,,
TD-021,11/8,09:23,Inferred,0,39.770096,-121.579294,TD,TD,fire impacting Bille Rd,O,,
TD-038,11/8,09:23,Inferred,147,39.770217,-121.578590,TD,TD,homes igniting on east side Pentz Rd,R,,
VTD-23,11/8,09:23,Inferred,0,39.761637,-121.573849,video,video,multiple spot fires; dark; embers blowing from west,S,,
PPD-05,11/8,09:23,PPD-05,0,39.758015,-121.572137,video,video,spot fire,S,,
TD-069,11/8,09:24,PPD video,0,39.762869,-121.574380,TD,TD,fire is burning on both sides of Pentz Rd; active flames both sides of road; 2 lanes Pentz Rd NB,O,,
PPD-05,11/8,09:24,PPD-05,0,39.762823,-121.574409,Radio,Radio,active flames both sides of road Pentz Rd near Conifer,O,,
PPD-02,11/8,09:25,PPD-02,0,39.795239,-121.579635,video,video,home on fire,R,,
TD-015,11/8,09:26,AVL,64,39.766323,-121.576244,AVL,TD,fire threatening structures,O,,
TD-015,11/8,09:26,Inferred,64,39.766150,-121.576884,TD,TD,house catches fire,R,,
TD-015,11/8,09:26,Inferred,64,39.766743,-121.576323,TD,TD,pine needles in gutter catch fire,R,,
PPD-02,11/8,09:26,PPD-02,0,39.789712,-121.579474,video,video,spot fire against roadway; Pentz Rd near Apple View,S,,
VTD-23,11/8,09:27,Inferred,0,39.761773,-121.573921,video,video,active vegetation fire against roadway,V,,
