Source #,Date,Time,Time Source,Obs Window (min),Latitude,Longitude,Location Source,Info Source,Fire Behavior Observations,Type of Fire,Residual Fire?,SSI
TD-105,11/8,08:40,Inferred,20,39.733599,-121.612989,TD,TD,fire spotting across Clark Rd,S,,
TD-105,11/8,08:40,Inferred,20,39.733599,-121.612989,TD,TD,structure burning,R,,
911-164-1,11/8,08:40,911-164-1,0,39.797065,-121.585487,911-164-1,911-164-1,fire,S,,
PPD-02,11/8,08:43,PPD-02,0,39.778604,-121.588499,Radio,Radio,large tree on fire between Wagstaff Rd and Della Ln by the school district office,S,,
TD-067,11/8,08:46,PPD video,0,39.776799,-121.588842,TD,TD,observed fully involved pine tree on south side Wagstaff Rd,S,,
PPD-02,11/8,08:46,PPD-02,0,39.777473,-121.588112,Radio,Radio,spot fire; large tree and field involved,S,,
TD-077,11/8,08:52,Photo,0,39.768403,-121.597561,TD,TD,fire started in field behind PID office,S,,
911-188-2,11/8,08:52,911-188-2,0,39.773441,-121.597718,911-188-2,911-188-2,fire in playground? Trees at school behind church,S,,
911-201-1,11/8,08:59,911-201-1,0,39.742037,-121.603353,Inferred,911-201-1,fire behind house,S,,
TD-111,11/8,09:00,Radio Log,0,39.769875,-121.596369,TD,TD,spot fire,S,,
TD-100,11/8,09:00,Inferred,30,39.732782,-121.606831,TD,TD,"growing spot fire, well established in canyon",S,,
TD-053,11/8,09:00,Inferred,0,39.776337,-121.588374,TD,TD,fire east of Kmart,R,,
TD-017,11/8,09:17,AVL,8,39.773662,-121.598186,Radio Log,TD,"Fire spotting on west side of Clark Rd, about 0.4 ha (1 ac), timber/litter fuel",S,,
TD-077,11/8,09:20,Inferred,0,39.733280,-121.604288,TD,TD,see flames on ridge to east of Clark Rd,V,,
VTD-18,11/8,09:28,TD,0,39.776810,-121.588771,video,video,tall pine tree bark burning along the entire trunk,V,,
TD-052,11/8,09:28,Photo,0,39.778000,-121.590473,Photo,Photo,fire has burned up bark of tall pine tree behind (east) Savemart,V,x,
TD-017,11/8,09:30,Radio Log,0,39.777731,-121.590543,Radio Log,Radio Log,fire is well established [in area around] Clark Rd and Wagstaff Rd ,O,,
TD-017,11/8,09:30,Radio Log,0,39.773662,-121.598186,Radio Log,Radio Log,fire [in area of] Clark Rd and Bille Rd from the Paradise Alliance Church working its way south,O,,
TD-034,11/8,09:30,TD,120,39.739841,-121.605311,TD,TD,fire coming from S and SE into Lanser Dr area,V,,
VTD-18,11/8,09:30,TD,0,39.777301,-121.587854,video,video,smoke plume rising from east of commercial buildings (estimated source location),O,,
VTD-18,11/8,09:32,TD,0,39.776068,-121.588136,video,video,orange glow coming from east of commercial buildings (estimated source location),O,,
VTD-18,11/8,09:43,TD,0,39.775481,-121.588899,video,video,30 m (100 ft) tall pine tree torches in 22 s; starts off major fire behind buildings,O,,
TD-058,11/8,09:44,video,0,39.775481,-121.588899,video,"TD, video",trees torching,V,,
TD-052,11/8,09:44,Photo,0,39.775554,-121.588966,Photo,Photo,very tall pine torching tree behind Savemart (Paradise Plaza),V,,
PPD-05,11/8,09:52,PPD-05,0,39.767647,-121.602779,Radio,Radio,fire in the area of the medical complex,S,,
TD-014,11/8,10:00,AVL,0,39.722754,-121.612149,AVL,Radio Log,approximate fire edge,O,,
TD-049,11/8,10:00,Inferred,15,39.742633,-121.607625,TD,TD,fire on both sides of road; saw fire tornadoes,V,,
TD-009,11/8,10:02,AVL,0,39.738600,-121.612133,AVL,TD,fire burning on west side of Clark Rd,V,,
TD-009,11/8,10:04,AVL,6,39.765638,-121.602173,PPD video,TD,"fire on both sides of Clark Rd, buildings and vegetation",C,,
TD-041,11/8,10:17,Inferred,0,39.736709,-121.612867,Inferred,TD,fire just hit; vehicles are burning; flames fully or partially blocking roadway,O,,
TD-043,11/8,10:17,Photo,0,39.785498,-121.590364,TD,TD,fire is burning around Station 35,V,,
TD-065,11/8,10:18,PPD video,0,39.737657,-121.612787,TD,TD,bad fire across roadway,O,,
PPD-02,11/8,10:18,PPD-02,0,39.725403,-121.611852,Radio,Radio,fire encroaching roadway,O,,
ST9220C,11/8,10:21,Radio Log,0,39.742008,-121.607632,"Radio Log, TD-041",Radio Log,fire is impacting line of traffic on Clark Rd,O,,
TD-055,11/8,10:22,Photo,0,39.776884,-121.588480,Photo,Photo,structure burning well in garage,R,,
TD-055,11/8,10:22,Photo,0,39.776875,-121.588445,Photo,Photo,"attached garage of duplex fully involved, burning through roof",R,,
PPD-02,11/8,10:22,PPD-02,0,39.757446,-121.606495,Radio,Radio,north of Nunneley Rd east of Clark Rd is catching on fire,O,,
TD-110,11/8,10:30,Inferred,10,39.721618,-121.612018,TD-130,TD,fire on Clark Rd at Airport Rd,V,,
TD-100,11/8,10:30,TD,0,39.729041,-121.613179,TD,TD,spot fires starting on west side of Clark Rd,S,,
PPD-02,11/8,10:32,PPD-02,0,39.748595,-121.607750,Radio,Radio,fire is overtaking vehicles on Clark Rd,O,,
TD-041,11/8,10:35,TD,0,39.764877,-121.602483,TD,TD,fire is hitting roadway from east; McDonalds just caught fire,C,,
TD-058,11/8,10:35,Inferred,0,39.765523,-121.602372,TD,TD,"everything beginning to burn, house on fire",R,,
TD-110,11/8,10:40,Inferred,90,39.742807,-121.607651,TD,TD,all structures are burning,R,,
TD-100,11/8,10:40,Inferred,80,39.725062,-121.617719,TD,TD,area being impacted by spot fires,S,,
VTD-18,11/8,10:42,TD,0,39.774950,-121.591186,video,video,vegetation fire in hedges behind Kmart,V,,
VTD-13,11/8,10:43,Inferred,0,39.783425,-121.588258,video,video,spot fire; RV fully involved in storage lot; Kilcrease Cir,O,,
VTD-13,11/8,10:43,Inferred,0,39.781345,-121.589181,video,video,spot fire,S,,
VTD-13,11/8,10:43,Inferred,0,39.780446,-121.589681,video,video,spot fire,S,,
TD-061,11/8,10:45,Radio Log,0,39.785487,-121.586511,Radio Log,Radio Log,fire is on the [west] side of Clark Rd; Station 35 and Pine Springs Mobile Home Park are being impacted,O,,
TD-034,11/8,10:45,TD,0,39.749521,-121.606715,TD,TD,"conditions deteriorate; field caught fire, wind blowing flames like blowtorch; spot fires and trees igniting; embers blowing across street",O,,
TD-065,11/8,10:46,Inferred,100,39.748784,-121.607914,TD,TD,fire has jumped to west side of Clark Rd at Buschmann Rd,V,,
PPD-02,11/8,10:46,PPD-02,0,39.728219,-121.612847,Radio,Radio,"fire both sides of roadway, more intense on east side; roadway is passable one lane",V,,
VTD-26,11/8,10:48,Inferred,0,39.771396,-121.598318,video,video,"spot fire, shed fully involved",S,,
VTD-26,11/8,10:48,Inferred,0,39.770545,-121.598027,video,video,spot fires in parking lot vegetation,S,,
VTD-26,11/8,10:48,Inferred,0,39.770194,-121.598241,video,video,spot fires in parking lot vegetation,S,,
TD-068,11/8,10:50,PPD video,0,39.761569,-121.603057,TD,TD,fire behind (east) of Safeway,O,,
VTD-18,11/8,10:50,TD,6,39.774477,-121.591098,video,video,structures burning behind Kmart,R,,
VTD-26,11/8,10:50,Inferred,0,39.766707,-121.601342,video,video,"spot fires burning 0.1 ha (0.25 ac), light fire activity fine fuels have already burned",S,,
PPD-02,11/8,10:50,PPD-02,0,39.760515,-121.603216,Radio,Radio,fire is right behind Safeway,O,,
VTD-26,11/8,10:51,Inferred,0,39.766295,-121.602245,video,video,"structure burned to foundation, active flames",R,x,
VTD-26,11/8,10:51,Inferred,0,39.766089,-121.601953,video,video,landscape timbers flaming,O,,
TD-130,11/8,10:51,Photo,0,39.722505,-121.611752,Photo,Photo,grass field on east side Clark Rd already burned,V,x,
TD-130,11/8,10:51,Photo,0,39.724433,-121.612262,Photo,Photo,"southern edge of fire burning in brush and grass, west side of Clark Rd; past peak, still active fire; fire burning up against road",V,,
TD-130,11/8,10:51,Photo,0,39.726234,-121.612631,Photo,Photo,finger of fire burning on west side of Clark Rd between Meadowsong and Round Valley Ranch Rd,V,,
TD-130,11/8,10:51,Photo,0,39.727207,-121.611371,Photo,Photo,"field on east side Clark Rd, past peak burning, still active spot fires on heavier fuels",V,x,
PPD-02,11/8,10:51,PPD-02,0,39.728219,-121.612847,Radio,Radio,"fire both sides, but is good enough to get through",O,,
TD-210,11/8,10:52,AVL,0,39.717203,-121.607983,TD-130,TD,flames coming from the east towards Clark Rd between Airport Rd and Round Valley Ranch Rd,V,,
VTD-26,11/8,10:52,Inferred,0,39.765300,-121.601231,video,video,well established fire,O,,
VTD-26,11/8,10:52,Inferred,0,39.766009,-121.603098,video,video,well established fire,O,,
TD-130,11/8,10:53,video,0,39.722405,-121.612190,video,video,fire on east side of Clark Rd north of Meadow Song Dr; nothing really active,V,,
TD-130,11/8,10:53,video,0,39.723850,-121.612007,video,video,fire on west side of Clark Rd north of Meadow Song Dr; not really active,V,,
VTD-26,11/8,10:53,Inferred,0,39.765221,-121.603485,video,video,structure burning,R,,
VTD-26,11/8,10:53,Inferred,0,39.764829,-121.603491,video,video,"structure early stages of burning from roof, heavy fire on parcel",R,,
VTD-26,11/8,10:54,Inferred,0,39.764186,-121.603065,video,video,structure past peak fully involved,C,,
TD-041,11/8,10:55,Inferred,0,39.785506,-121.590472,TD,TD,ground fuels already burned,V,x,
TD-041,11/8,10:55,Inferred,0,39.784688,-121.592314,TD,TD,one mobile home on fire in Apple Tree Village mobile homes,R,,
VTD-26,11/8,10:55,Inferred,0,39.762665,-121.605019,video,video,spot fire,S,,
TD-034,11/8,10:57,TD-130,15,39.733372,-121.612600,TD,TD,fire burned over Clark Rd,O,,
TD-009,11/8,10:59,AVL,4,39.785387,-121.590390,AVL,TD,fire already burned around Station 35,V,x,
TD-009,11/8,10:59,AVL,4,39.783878,-121.590787,TD,TD,Apple Tree Village Mobile Home Park actively burning,R,,
TD-035,11/8,11:00,Inferred,30,39.759231,-121.606861,TD,TD,blanket caught in powerlines; burning; blanket fell and ignited bushes at Arco gas station,O,,
TD-035,11/8,11:00,Inferred,30,39.759231,-121.606861,TD,TD,"bushes burning, fire approaches from west behind Arco gas station",S,,
TD-041,11/8,11:00,Inferred,0,39.784688,-121.592314,TD,TD,10 mobile homes are burning,R,,
TD-100,11/8,11:00,Inferred,15,39.728204,-121.612917,TD,TD,"fire all around, 15 m (50 ft) flames crossing Clark Rd",O,,
VTD-18,11/8,11:01,TD,0,39.774769,-121.591008,video,video,structure fully involved,R,,
VTD-18,11/8,11:01,TD,0,39.774814,-121.589873,video,video,"structure fully involved, past peak, roof collapsed",R,,
VTD-18,11/8,11:02,TD,0,39.774640,-121.589197,video,video,structure is burning,R,,
VTD-18,11/8,11:02,TD,0,39.774832,-121.588512,video,video,structure is fully involved,R,,
TD-211,11/8,11:08,AVL,83,39.739484,-121.610608,AVL,TD,fire coming up from drainage; fire both sides of Clark Rd,V,,
TD-037,11/8,11:09,Inferred,21,39.761416,-121.603138,TD,TD,fire is right behind Safeway,O,,
TD-037,11/8,11:09,Inferred,21,39.766955,-121.600744,TD,TD,spotty fire along Clark Rd between Safeway and CMA Church,S,,
TD-037,11/8,11:09,Inferred,21,39.781419,-121.590096,TD,TD,spot fire south of Apple Tree Village mobile homes; spotting to W side of Clark Rd,S,,
TD-037,11/8,11:09,Inferred,21,39.783399,-121.588222,TD,TD,RV storage at Kilcrease and Clark Rd is on fire,O,,
TD-043,11/8,11:10,Photo,0,39.784791,-121.589420,TD,TD,Apple Tree Village mobile home park burning in NE corner,R,,
TD-043,11/8,11:10,Photo,0,39.782427,-121.590664,TD,TD,Apple Tree Village mobile home park burning on south side,R,,
TD-211,11/8,11:12,video,0,39.736402,-121.612846,AVL,video TD?130,fire blocking Clark Rd,O,,
TD-208,11/8,11:13,AVL,0,39.720883,-121.611550,AVL,TD,heavy fire impacting/blocking Clark Rd from canyon to east,V,,
TD-110,11/8,11:14,TD-208,0,39.713314,-121.611004,TD,TD,fire burning at back of homes,V,,
TD-110,11/8,11:14,Radio Log,0,39.717900,-121.611316,Radio Log,Radio Log,Clark Rd heavily impacted fire near the airport,V,,
TD-100,11/8,11:14,Inferred,40,39.739463,-121.610688,TD,TD,flames blowing across Clark Rd between Round Valley Ranch Rd and Lanser Dr,O,,
TD-100,11/8,11:14,Inferred,40,39.729083,-121.614047,TD,TD,fire threatening structure; structure burned,R,,
TD-208,11/8,11:15,AVL,11,39.714651,-121.611433,AVL,TD,stop and wait on Clark Rd at airport for fire to die down to continue north,V,,
TD-110,11/8,11:15,Inferred,55,39.722988,-121.619710,TD,TD,finger of fire burning through Round Valley Ranch Rd,V,,
TD-110,11/8,11:15,Inferred,55,39.725806,-121.618294,TD,TD,barn burning sending large ember cast,R,,
TD-070,11/8,11:16,Inferred,24,39.763345,-121.603993,TD,TD,fire burning on Clark Rd north of Lovely Ln,R,,
TD-070,11/8,11:16,Inferred,24,39.759330,-121.606715,TD,TD,fire is on both sides of Clark Rd; ampm gas station on fire,C,,
TD-208,11/8,11:20,Photo,0,39.715388,-121.611152,Photo,Photo,intense vegetation fire burning up against east side of roadway,V,,
PPD-02,11/8,11:20,PPD-02,0,39.796459,-121.586142,video,video,fire has already burned through the surface grass,V,x,
PPD-08,11/8,11:21,PPD-08,0,39.765063,-121.602847,video,video,"buildings igniting, early stages of burning, both sides of Clark Rd",C,,
PPD-08,11/8,11:21,PPD-08,0,39.761717,-121.604836,video,video,spot fire on east side of Clark Rd,S,,
PPD-08,11/8,11:21,PPD-08,0,39.764988,-121.602940,video,video,scattered vegetation and structure fires on both sides of Clark Rd from Ginmal Way to driveway of 6283 Clark Rd,C,,
PPD-08,11/8,11:21,PPD-08,0,39.764200,-121.603082,video,video,structure fully involved,R,,
PPD-08,11/8,11:22,PPD-08,0,39.770543,-121.597851,video,video,spot fire,S,,
PPD-08,11/8,11:24,PPD-08,0,39.770537,-121.598265,video,video,numerous small spots in mulch or other ground cover,S,,
TD-211,11/8,11:29,AVL,31,39.746837,-121.608961,Inferred,TD,fire in back of Best Western,O,,
TD-017,11/8,11:30,AVL,120,39.772933,-121.596188,AVL,TD,Juniper trees/bushes igniting,S,,
TD-208,11/8,11:30,AVL,4,39.738883,-121.611750,AVL,TD,stop and wait for fire front to cross Clark Rd; drive through fire; fire everywhere; foam line on engine burned up,V,,
TD-035,11/8,11:30,Inferred,90,39.749298,-121.607732,TD,TD,PGE yard bush pile: blow torching the road at Buschmann Rd; Clark Rd impassable,O,,
TD-035,11/8,11:30,Inferred,90,39.743165,-121.607652,TD,TD,fire across roadway,O,,
TD-037,11/8,11:30,TD,40,39.785750,-121.589174,TD,TD,vegetation fire near the Station 35 (east),V,,
TD-037,11/8,11:30,TD,40,39.755005,-121.605692,TD,TD,glow of fire east of Clark Rd near Nunneley Rd,O,,
PPD-08,11/8,11:32,PPD-08,0,39.748590,-121.607695,Radio,Radio,fire getting really close to the roadway,O,,
TD-017,11/8,11:34,AVL,116,39.776363,-121.589966,AVL,TD,"Kmart threatened, front side of Kmart shrubs catching fire.",S,,
TD-015,11/8,11:35,AVL,123,39.776164,-121.587283,TD,TD,fire around Kmart shopping center,O,,
TD-034,11/8,11:36,Photo,0,39.759236,-121.606715,Photo,TD,vegetation on fire at Arco gas station,S,,
TD-034,11/8,11:36,Photo,0,39.759105,-121.606886,Photo,Photo,shrubs on fire at Arco gas station,V,,
TD-034,11/8,11:36,Photo,0,39.759105,-121.606886,Photo,Photo,shrubs on fire at Arco gas station,V,,
TD-034,11/8,11:36,Photo,0,39.758695,-121.607074,Photo,Photo,"surface vegetation (grass), ladder fuels have burned, light flaming",V,x,
TD-034,11/8,11:36,Photo,0,39.756540,-121.607102,Photo,Photo,"spot fire, vegetation",S,,
TD-208,11/8,11:37,AVL,63,39.746617,-121.608183,AVL,TD,vegetation and structures nearby are burning,R,,
TD-034,11/8,11:37,Photo,0,39.756540,-121.607102,Photo,Photo,"spot fire, vegetation",S,,
PPD-08,11/8,11:39,PPD-08,0,39.751943,-121.607344,Radio,Radio,fire coming up to Pearson Rd and Clark Rd,O,,
TD-041,11/8,11:40,Inferred,0,39.797653,-121.581882,TD,TD,"houses on Gate Ln are igniting, spreading south",R,,
PPD-08,11/8,11:42,PPD-08,0,39.759119,-121.606887,video,video,bushes on fire at am/pm gas station,S,,
PPD-08,11/8,11:42,PPD-08,0,39.761647,-121.605168,video,video,light surface fire activity between here and 6166 Clark Rd,V,,
PPD-08,11/8,11:42,PPD-08,0,39.764169,-121.603084,video,video,structure fully involved,R,,
PPD-08,11/8,11:42,PPD-08,0,39.764624,-121.603185,video,video,"heavy fire activity, both sides of Clark Rd",C,,
PPD-08,11/8,11:43,PPD-08,0,39.765112,-121.602815,video,video,structures both sides Clark Rd fully involved at Central Park Dr,C,,
PPD-08,11/8,11:43,PPD-08,0,39.769994,-121.598432,video,video,vegetation spot fire on west side Clark Rd at KFC,S,,
PPD-08,11/8,11:44,PPD-08,0,39.778894,-121.589724,video,video,spot fire on both sides of Clark Rd,S,,
PPD-08,11/8,11:44,PPD-08,0,39.779241,-121.589570,video,video,spot fire on east side Clark Rd,S,,
PPD-08,11/8,11:44,PPD-08,0,39.781161,-121.588972,video,video,moderate fire west side of Clark Rd between Jones Ln and Mayhew Ln,O,,
TD-130,11/8,11:45,video,0,39.752808,-121.605317,video,video,spot fires on north side of Pearson Rd at Brookview Way,S,,
TD-130,11/8,11:45,Photo,0,39.752761,-121.605406,Photo,Photo,area of ground fire in heavy brush; blowing brands; flames up to 4.6 m (15 ft),V,,
TD-130,11/8,11:45,Photo,0,39.750398,-121.607079,Photo,Photo,field and vegetation south of Ace Hardware is burning up to fence and Clark Rd,V,,
TD-130,11/8,11:45,Photo,0,39.749080,-121.608090,Photo,Photo,mulch/slash piles at Buschmann Rd and Clark Rd are burning,O,,
TD-130,11/8,11:45,Photo,0,39.748598,-121.607111,Photo,Photo,"widespread heavy fire; surface vegetation, trees",V,,
PPD-08,11/8,11:45,PPD-08,0,39.783211,-121.587706,video,video,fire both sides of Clark Rd at Kilcrease Cir,O,,
PPD-08,11/8,11:45,PPD-08,0,39.787001,-121.585706,video,video,spot fire; fence burning east side of Clark Rd,S,,
PPD-08,11/8,11:45,PPD-08,0,39.789105,-121.585285,video,video,spot fire east side Clark Rd,S,,
PPD-08,11/8,11:45,PPD-08,0,39.789631,-121.585398,video,video,spot fire east side Clark Rd,S,,
PPD-08,11/8,11:45,PPD-08,0,39.790221,-121.585838,video,video,yard and fence on west side Clark Rd lots of fire,O,,
PPD-08,11/8,11:45,PPD-08,0,39.790549,-121.585444,video,video,spot fire on fence east side Clark Rd at Frankie ,S,,
PPD-08,11/8,11:45,PPD-08,0,39.792145,-121.585029,video,video,fire on east side of Clark Rd,O,,
PPD-08,11/8,11:46,PPD-08,0,39.795540,-121.584477,video,video,surface spot fire east side Clark Rd,S,,
TD-130,11/8,11:49,video,0,39.748638,-121.607720,video,video,"fire still burning on both sides of Clark Rd at Buschmann Rd, fire past peak",V,x,
TD-130,11/8,11:52,AVL,24,39.751002,-121.606774,AVL,TD,storage units burning at Ace Hardware,C,,
PPD-10,11/8,11:53,PPD-10,0,39.799650,-121.584492,video,video,spot fire,S,,
PPD-08,11/8,11:53,PPD-08,0,39.748594,-121.607721,Radio,Radio,Clark Rd SB south of Buschmann Rd is engulfed in fire,O,,
TD-100,11/8,11:54,Photo,7,39.733511,-121.612977,TD,Photo,"structure, past peak, fully involved",R,,
TD-101,11/8,11:54,Photo,0,39.733162,-121.612876,Photo,Photo,"past peak, post-fire front vegetation fire, heavy fuels still burning; structures fully involved, outbuildings collapsed and burning",R,,
PPD-08,11/8,11:54,PPD-08,0,39.755908,-121.607380,Radio,Radio,"multiple structures on fire, on Clark Rd and Nunneley Rd and east of there",R,,
PPD-12,11/8,11:56,PPD-12,0,39.799928,-121.585323,video,video,fire behind storage facility,O,,
PPD-12,11/8,11:56,PPD-12,0,39.799126,-121.586712,video,video,spot fire,S,,
PPD-08,11/8,11:56,PPD-08,0,39.792757,-121.585194,video,video,fire spotted to west side of Clark Rd,S,,
PPD-08,11/8,11:57,PPD-08,0,39.790782,-121.585722,video,video,fire on west side of Clark Rd has spread to north side of Pheasant Ridge Dr,O,,
PPD-08,11/8,11:57,PPD-08,0,39.789676,-121.585782,video,video,heavy vegetation fire both sides Clark Rd between Franke Ln and Eaglet Way,V,,
PPD-08,11/8,11:57,PPD-08,1,39.784281,-121.586722,video,video,heavy fire both sides of Clark Rd between Kimberly Ln and Adams Rd,O,,
PPD-08,11/8,11:57,PPD-08,1,39.781323,-121.589097,video,video,heavy fire on west side Clark Rd between Adams Rd and Jones Ln,O,,
PPD-08,11/8,11:58,PPD-08,0,39.779241,-121.589570,video,video,spot fire on both sides Clark Rd,S,,
PPD-08,11/8,11:58,PPD-08,0,39.778648,-121.590200,video,video,spot fire west side Clark Rd,S,,
TD-037,11/8,12:00,Inferred,60,39.752978,-121.607091,TD,TD,mobile homes on east side Clark Rd at Black Bear Diner are burning,R,,
TD-037,11/8,12:00,Inferred,60,39.752603,-121.607241,TD,TD,fire getting established at Mobil gas station,C,,
TD-074,11/8,12:00,TD,0,39.749511,-121.607724,TD,TD,flames across Clark Rd between Pearson Rd and Buschmann Rd,O,,
TD-118,11/8,12:00,Inferred,175,39.769080,-121.600326,TD,TD,Tahoe Ln area is on fire SW of Clark Rd and Bille Rd,R,,
TD-118,11/8,12:00,Inferred,175,39.764784,-121.606890,TD,TD,fire burning in field ,V,,
TD-130,11/8,12:00,Photo,0,39.751054,-121.606542,Photo,Photo,"heavy vegetation fire, trees torching, ember showers after trees torch",V,,
PPD-08,11/8,12:00,PPD-08,0,39.777640,-121.589221,video,video,spot fire,S,,
TD-075,11/8,12:03,Photo,0,39.799849,-121.585315,Photo,Photo,edge of fire north of storage facility; burning in surface vegetation and crawling up pine bark,V,,
PPD-08,11/8,12:05,PPD-08,0,39.770740,-121.598374,video,video,small spot fire,S,,
PPD-08,11/8,12:05,PPD-08,0,39.770353,-121.598169,video,video,small spot fire,S,,
PPD-08,11/8,12:05,PPD-08,0,39.769997,-121.598438,video,video,bushes burning at KFC,S,,
PPD-08,11/8,12:06,PPD-08,0,39.769490,-121.600065,video,video,heavy fire activity up into trees behind structure,V,,
TD-041,11/8,12:07,Photo,0,39.799915,-121.585640,TD,Photo,fire behind storage facility,V,,
PPD-08,11/8,12:07,PPD-08,0,39.768307,-121.598391,video,video,spot fire,S,,
PPD-08,11/8,12:07,PPD-08,0,39.768665,-121.597308,video,video,spot fire,S,,
TD-041,11/8,12:07,Photo,0,39.799849,-121.585315,Photo,Photo,edge of fire north of storage facility; burning in surface vegetation and crawling up pine bark,V,,
TD-210,11/8,12:11,AVL,9,39.751967,-121.606617,AVL,TD,fire threatening Ace Hardware,O,,
TD-210,11/8,12:14,Photo,0,39.751996,-121.606674,Photo,Photo,"fire to NE corner of Ace; vegetation, fence, and power poles burning",O,,
TD-210,11/8,12:14,Photo,0,39.752052,-121.606484,Photo,Photo,"vegetation fire, flaring up, torching",V,,
TD-101,11/8,12:21,video,0,39.764989,-121.602979,TD,video,Clark Rd NB at Central Park; surface fire has burned through; some structures still burning,C,x,
TD-101,11/8,12:21,Photo,0,39.765580,-121.602820,Photo,Photo,multiple structures fully involved and partially collapsed; some structures more recently ignited,C,,
TD-101,11/8,12:21,Photo,0,39.766294,-121.602234,Photo,Photo,"surface fire has burned through, scattered spot fires remain; structure destroyed and done burning",R,x,
VTD-18,11/8,12:22,TD,0,39.776348,-121.591675,video,video,"fully involved bushes spot fire, 3 m to 4.6 m (10 ft to 15 ft) flames",S,,
TD-101,11/8,12:22,Photo,0,39.769947,-121.600011,Photo,Photo,detached garage and other objects burning on parcel,O,,
TD-101,11/8,12:23,video,0,39.770397,-121.599512,TD,video,multiple structures fully involved near Clark Rd,R,,
PPD-08,11/8,12:25,PPD-08,0,39.714572,-121.611551,Radio,Radio,"Clark Rd past the airport, it clears up, its barely passable",V,,
PPD-08,11/8,12:26,PPD-08,0,39.769760,-121.599110,video,video,vegetation on fire ,V,,
PPD-08,11/8,12:27,PPD-08,0,39.762878,-121.604324,video,video,"majority of structures fully involved, past peak surface fire still burning between Central Park and Elliott Rd",C,,
PPD-08,11/8,12:28,PPD-08,0,39.757804,-121.606980,video,video,"limited structures burning close to roadway (fewer structures here, mostly parking lots along road), moderate surface fires between Elliott Rd and Nunneley Rd on Clark Rd",C,,
PPD-08,11/8,12:28,PPD-08,0,39.754219,-121.607751,video,video,minimal fire visible between Nunneley Rd and Pearson Rd,O,x,
PPD-08,11/8,12:29,PPD-08,0,39.751950,-121.609656,video,video,spot fire south side of Pearson Rd,S,,
PPD-08,11/8,12:29,PPD-08,0,39.752580,-121.610136,video,video,spot fire north side of Pearson Rd,S,,
VTD-18,11/8,12:30,TD,0,39.778248,-121.590467,Photo,Photo,"spot fire, bushes/vegetation",S,,
VTD-18,11/8,12:30,TD,0,39.778062,-121.591908,Photo,Photo,"heavy fire, multiple structures burning",R,,
TD-211,11/8,12:31,AVL,80,39.725607,-121.617260,AVL,TD,fire coming from both sides Round Valley Ranch Rd,V,,
TD-211,11/8,12:31,AVL,80,39.725129,-121.617635,TD,TD,fire threatening structures,O,,
TD-208,11/8,12:32,Photo,0,39.746996,-121.608046,Photo,Photo,structure fully involved,R,,
TD-208,11/8,12:32,Photo,0,39.746174,-121.608155,Photo,Photo,spot fire,S,,
TD-208,11/8,12:32,Photo,0,39.746861,-121.608476,Photo,Photo,"heavy vegetation fire; numerous spot fires north side of Best Western; wind gusty from east, blowing embers",V,,
